nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,puntos,codigo_agenda,etiqueta,codigo_reserva,fecha,monto,cantidad_personas
"Verónica Reynoso Cerda",12088517,0,VerOInicacerda@wass.com,verónica7212,EyOU5uoJL6,"+56 2 6913 6828",7559,70101,"Salida con Familia",583229,2025-02-16,562000,2
"Verónica Reynoso Cerda",12.088.517,0,VerOInicacerda@wass.com,verónica7212,EyOU5uoJL6,"+56 2 6913 6828",7559,70101,"Salida con Familia",583230,2025-03-07,324000,2
"Verónica Reynoso Cerda",12088517,0,VerOInicacerda@wass.com,verónica7212,EyOU5uoJL6,"+56 2 6913 6828",7559,70101,"Salida con Familia",583232,2025/02/03,616000,2
"Sra. Gabriel Pulido Polanco",24929323,7,sra.9093@marmol.com,srgapupo,ZovMmKKnTM5E4dB,"+56 2 8998 3571",6875,72094,"Salida con Amigos",583233,2025-01-13,996000,6
"Sra. Gabriel Pulido Polanco",24929323,7,sra.9093@marmol.com,srgapupo,ZovMmKKnTM5E4dB,"+56 2 8998 3571",6875,72094,"Salida con Amigos",583236,2025-07-17,870000,6
"Ana María Roque Merino",718183,3,ana3325@edubus.ceele,Anamerino,vhpfj8LhW1,"+56 2 1685 0052",6969,68517,"Salida con Familia",583237,2025-05-13,2820000,6
"Ana María Roque Merino",718183,3,ana3325@edubus.cal,Anamerino,vhpfj8LhW1,"+56 2 1685 0052",6969,68517,"Salida con Familia",583238,2025-08-16,744000,6
"Ana María Roque Merino",718183,3,ana3325@edubus.cal,Anamerino,vhpfj8LhW1,"+56 2 1685 0052",6969,68517,"Salida con Familia",583244,2026-02-16,1284000,6
"Jorge Luis Herrera Bañuelos",1292784,3,joluheba@@outluc.com,Jorgebañuelos,P7tE7jvCL,"+56 2 8879 5405",8235,71406,Vacaciones,583249,2025-12-30,-931000,7
"Jorge Luis Herrera Bañuelos",1292784,3,joluheba@outluc.com,Jorgebañuelos,P7tE7jvCL,"+56 2 8879 5405",8235,71406,Vacaciones,583251,2025-02-22,1064000,7
"Jorge Luis Herrera Bañuelos",1292784,3,joluheba@outluc.com,Jorgebañuelos,P7tE7jvCL,"+56 2 8879 5405",8235,71406,Vacaciones,583256,2026-02-27,1127000,7
"Sr. Juan Tello Osorio",26.785.711,3,srjuteos@edubus.cal,Sr.osorio,adoB2ruR,"+56 9 8493 2978",6968,70803,"Cena de Trabajo",583263,2025-12-25,504000,9
"Sr. Juan Tello Osorio",26785711,3,srjuteos@edubus.cal,Sr.osorio,adoB2ruR,"+56 9 8493 2978",6968,70803,"Cena de Trabajo",583264,2025-07-17,1746000,9
"Hugo Chavarría Mascareñas",9669645,0,hugo8394@outluc.com,huchma,ZRGG3PQuMJg6yfWl,"+56 2 3417 7196",8353,72010,"Cena de Trabajo",583265,2025-06-18,658000,7
"Sra. Claudio Riojas Posada",15978607,2,srclripo@wass.com,srclripo,v0O4H4uQWza,"+56 2 1415 4349",3550,63513,Vacaciones,583267,2026-03-15,-255000,3
"Sra. Claudio Riojas Posada",15978607,2,srclripo@wass.com,,v0O4H4uQWza,,3550,,Vacaciones,,2026-02-19,,3
"Sra. Joaquín Osorio Garibay",22507645,6,sra.8370@outluc.com,srjoosga,5gqIQ532,"+56 2 0119 3971",7603,61949,Aniversario,583269,2025-03-13,1764000,9
"Claudio Muñiz Miramontes",21551768,3,Claudiomiramontes@viajesanma.com,clmumi,Xw6eArRF8Ny2,"+56 2 9415 2249",494,64366,"Salida con Familia",583270,2025-01-06,636000,4
"Claudio Muñiz Miramontes",21551768,3,Claudiomiramontes@viajesanma.com,clmumi,Xw6eArRF8Ny2,"+56 2 9415 2249",494,64366,"Salida con Familia",583271,2025-02-07,992000,4
"Claudio Muñiz Miramontes",21551768,3,Claudiomiramontes@viajesanma.com,clmumi,Xw6eArRF8Ny2,+56-2-9415-2249,494,64366,"Salida con Familia",583272,2025/04/17,-904000,4
"Sr. Laura Briones Godínez",18513963,8,Sr.godOAnez@tourket.com,srlabrgo,iAq4WTiqp,"+56 2 4136 3897",9942,71820,"Salida con Amigos",583273,2025-01-23,1400000,7
"Sr. Laura Briones Godínez",18513963,8,Sr.godOAnez@tourket.com,srlabrgo,iAq4WTiqp,+56-2-4136-3897,9942,71820,"Salida con Amigos",583280,2025-04-15,497000,7
"Sr. Laura Briones Godínez",18513963,8,Sr.godOAnez@tourket.com,srlabrgo,iAq4WTiqp,"+56 2 4136 3897",9942,71820,"Salida con Amigos",583288,2025/08/02,602000,7
"Raúl Tapia Casárez",29137220,1,RaOUlcasOerez@edubus.cal,Raúlcasárez,Thb3B80nxl5zeTlQ,"+56 9 6134 6087",4130,66445,"Salida con Familia",583289,2025-01-31,2230000,5
"Raúl Tapia Casárez",29137220,1,RaOUlcasOerez@edubus.cal,Raúlcasárez,Thb3B80nxl5zeTlQ,"+56 9 6134 6087",4130,66445,"Salida con Familia",583291,2025-03-13,790000,5
"Cristobal Rodríquez Rodarte",29563332,8,crroro@outluc.com,Cristobalrodarte,4FBqjGJrg3ySjpZk,"+56 2 6950 5508",1675,66650,"Cena de Trabajo",583295,2025-08-17,1288000,8
"Cristobal Rodríquez Rodarte",29563332,8,crroro@outluc.ceele,Cristobalrodarte,4FBqjGJrg3ySjpZk,+56-2-6950-5508,1675,66650,"Cena de Trabajo",583296,2025-05-27,712000,8
"Mercedes Mata Chacón",26438941,0,memach@viajesanma.com,memach,if9tZD4DAVHKENYL,"+56 2 1996 9168",508,63797,Vacaciones,583297,2026-01-11,35000,1
"Mercedes Mata Chacón",26438941,0,memach@viajesanma.com,memach,if9tZD4DAVHKENYL,"+56 2 1996 9168",508,63797,Vacaciones,583299,2025-11-16,85000,1
"Mercedes Mata Chacón",26438941,0,memach@viajesanma.com,memach,if9tZD4DAVHKENYL,"+56 2 1996 9168",508,63797,Vacaciones,583301,2026-05-06,104000,1
"Soledad Solano Valladares",16.500.401,9,sosova@wass.ceele,Soledadvalladares,FsugVYMB90MuuLn,"+56 2 1837 3660",6341,67782,Vacaciones,583302,2025-01-04,497000,7
"Soledad Solano Valladares",16500401,9,sosova@wass.com,Soledadvalladares,FsugVYMB90MuuLn,+56-2-1837-3660,6341,67782,Vacaciones,583303,2025/05/01,833000,7
"Soledad Solano Valladares",16500401,9,sosova@wass.com,Soledadvalladares,FsugVYMB90MuuLn,"+56 2 1837 3660",6341,67782,Vacaciones,583304,2025-02-02,1869000,7
"Sr. María Elena Pérez Ruiz",23269038,0,sr.6878@edubus.cal,srmaelpéru,cMtEOeDv3,"+56 9 5052 6410",1651,61339,"Salida con Familia",583305,2025-03-26,980000,5
"Sr. María Elena Pérez Ruiz",23269038,,sr.6878@edubus.cal,,cMtEOeDv3,,1651,61339,"Salida con Familia",583306,,,5
"Sr. María Elena Pérez Ruiz",23269038,0,sr.6878@edubus.cal,srmaelpéru,cMtEOeDv3,"+56 9 5052 6410",1651,61339,"Salida con Familia",583314,2025-01-21,1200000,5
"Marco Antonio Cortés Hernandes",6876582,0,Marcohernandes@viajesanma.com,maancohe,8UJOaaiSkQ,"+56 9 6210 7944",9427,70113,"Salida con Amigos",583315,2025-10-17,278000,2
"Marco Antonio Cortés Hernandes",6876582,0,,maancohe,,,9427,70113,,,2025/08/11,382000,2
"Marco Antonio Cortés Hernandes",6876582,0,Marcohernandes@viajesanma.com,maancohe,8UJOaaiSkQ,"+56 9 6210 7944",9427,70113,"Salida con Amigos",583325,2026-03-04,364000,2
"Ramona Cano Olivo",12938389,5,Ramonaolivo@marmol.com,ramona6480,M9WzBRzxlSHDSBwG,"+56 2 1875 0375",1974,64960,Aniversario,583326,2025-10-04,594000,3
"Ramona Cano Olivo",12938389,5,Ramonaolivo@marmol.ceele,ramona6480,M9WzBRzxlSHDSBwG,"+56 2 1875 0375",1974,64960,Aniversario,583328,2025-01-11,564000,3
"Juan Carlos Mora Cano",20970103,0,juan7167@wass.com,jucamoca,o9jiZ5vJ,"+56 9 7979 3607",815,71420,Aniversario,583329,2025-01-02,895000,5
"Sr. Laura Briones Godínez",18513963,8,Sr.godOAnez@tourket.com,srlabrgo,iAq4WTiqp,"+56 2 4136 3897",9942,70917,"Cena de Trabajo",583330,2025-04-05,1127000,7
"Sr. Laura Briones Godínez",18.513.963,8,Sr.godOAnez@tourket.ceele,srlabrgo,iAq4WTiqp,"+56 2 4136 3897",9942,70917,"Cena de Trabajo",583331,2025-06-20,1365000,7
"Fernando Hinojosa Zamudio",10682982,9,fehiza@viajesanma.com,fehiza,tJP9rD8E,"+56 2 5355 9059",5319,66960,"Salida con Amigos",583332,2026-07-29,572000,4
"Fernando Hinojosa Zamudio",10682982,9,fehiza@viajesanma.com,fehiza,tJP9rD8E,"+56 2 5355 9059",5319,66960,"Salida con Amigos",583336,2025-02-05,724000,4
"Fernando Hinojosa Zamudio",10682982,9,fehiza@viajesanma.com,fehiza,tJP9rD8E,"+56 2 5355 9059",5319,66960,"Salida con Amigos",583337,2026-04-04,444000,4
"María Elena Loya Márquez",26012723,3,maellomOe@viajesanma.com,Maríamárquez,ba7e49Hk7bgZZ,"+56 2 8450 3144",9104,67795,"Salida con Amigos",583338,2025-03-27,450000,5
"María Elena Loya Márquez",26012723,3,maellomOe@viajesanma.com,Maríamárquez,ba7e49Hk7bgZZ,"+56 2 8450 3144",9104,67795,"Salida con Amigos",583343,2025-04-18,905000,5
"María Elena Loya Márquez",26012723,3,maellomOe@viajesanma.com,Maríamárquez,ba7e49Hk7bgZZ,"+56 2 8450 3144",9104,67795,"Salida con Amigos",583346,2025/06/02,760000,5
"Jacobo Ponce Gaitán",13.867.083,0,JacobogaitOen@edubus.cal,japoga,n7eCIb6OdEIZ,"+56 2 8921 7829",6106,66930,Aniversario,583350,2025-06-29,462000,6
"Jacobo Ponce Gaitán",13867083,0,JacobogaitOen@edubus.cal,japoga,n7eCIb6OdEIZ,"+56 2 8921 7829",6106,66930,Aniversario,583357,2025-08-18,546000,6
"Jacobo Ponce Gaitán",13867083,0,JacobogaitOen@edubus.cal,japoga,n7eCIb6OdEIZ,"+56 2 8921 7829",6106,66930,Aniversario,583363,2025-02-28,480000,6
"Joaquín Gastélum Mena",27816887,5,joaquOAn9315@marmol.com,jogame,C5irHjuBmrj,"+56 2 1625 5829",1011,67429,Vacaciones,583364,2025-08-24,840000,10
"Javier Barrios Partida",7129015,8,javier7109@edubus.cal,Javierpartida,tr3vH7VrYenK,"+56 2 2030 1743",7210,67146,"Salida con Amigos",583365,2025-02-10,210000,3
"Javier Barrios Partida",7129015,8,javier7109@edubus.cal,Javierpartida,tr3vH7VrYenK,"+56 2 2030 1743",7210,67146,"Salida con Amigos",583367,2025-02-06,477000,3
"Javier Barrios Partida",7129015,8,javier7109@edubus.cal,Javierpartida,tr3vH7VrYenK,"+56 2 2030 1743",7210,67146,"Salida con Amigos",583368,2025-03-17,375000,3
"Timoteo Fernández Ortega",17921492,0,Timoteoortega@viajesanma.com,timoteo6411,pi5siU3TSBAy,"+56 9 7268 6601",3134,62754,"Salida con Familia",583374,2025-09-07,1116000,6
"Timoteo Fernández Ortega",17921492,0,Timoteoortega@viajesanma.com,timoteo6411,pi5siU3TSBAy,"+56 9 7268 6601",3134,62754,"Salida con Familia",583375,2025-10-24,696000,6
"Timoteo Fernández Ortega",17921492,0,Timoteoortega@viajesanma.com,timoteo6411,pi5siU3TSBAy,"+56 9 7268 6601",3134,62754,"Salida con Familia",583380,2025-02-08,-510000,6
,29891964,,lumoma@marmol.com,luz1843,,,8370,67568,Vacaciones,,2025-10-14,1208000,4
"Luz Montenegro Manzanares",29891964,8,lumoma@marmol.com,luz1843,5p7GGs0L7FiYa,"+56 2 9113 1507",8370,67568,Vacaciones,583386,2025-01-13,356000,4
"Elena Cervantes Briones",12577241,2,elcebr@edubus.cal,Elenabriones,rXvcWCqJV4nb,"+56 9 3572 0715",4956,63673,Aniversario,583388,2025-01-20,1856000,8
"Marcos Hernández Palomino",,8,Marcospalomino@edubus.cal,marcos9952,,"+56 9 2010 2136",1501,61915,,583391,,1576000,
"Marcos Hernández Palomino",16226819,8,Marcospalomino@@edubus.cal,marcos9952,UhKDQ8oshZ,"+56 9 2010 2136",1501,61915,Aniversario,583393,2025-05-22,2120000,8
,16.226.819,8,Marcospalomino@@edubus.cal,marcos9952,,,1501,61915,,583394,2025-07-11,,8
"Jesús Lovato Quesada",7963035,7,jesOUs4923@edubus.cal,Jesúsquesada,HMKmK9h00,"+56 2 4906 5280",739,65327,Aniversario,583395,2025-08-18,1467000,9
"Carla Ocasio Coronado",10597401,9,caocco@wass.com,caocco,PNiDmN0k6,"+56 9 9300 4478",5567,67614,"Salida con Familia",583399,2025-09-27,927000,9
"Carla Ocasio Coronado",10597401,9,caocco@wass.com,caocco,PNiDmN0k6,"+56 9 9300 4478",5567,67614,"Salida con Familia",583405,2026-01-05,1521000,9
"Sra. Marcos Vallejo Barajas",23086937,5,Sra.barajas@outluc.com,srmavaba,zKLtFOgZ7,"+56 9 8219 4447",7688,71272,Aniversario,583407,2025-03-27,552000,8
"Sra. Marcos Vallejo Barajas",23086937,5,Sra.barajas@outluc.com,srmavaba,zKLtFOgZ7,"+56 9 8219 4447",7688,71272,Aniversario,583408,2025-12-02,440000,8
"Bernardo Casares Domínguez",15294433,0,BernardodomOAnguez@tourket.com,becado,6bvPWI21TH3d4,"+56 9 0321 1420",5231,64784,"Salida con Familia",583409,2025-02-14,846000,6
"Sta. Elisa Rodarte Venegas",20896564,6,sta.5787@wass.com,sta.4348,LwviW2eA3,"+56 2 4543 4794",3971,63958,Aniversario,583417,2025-06-24,1000000,5
"Sta. Elisa Rodarte Venegas",20896564,6,sta.5787@@wass.com,sta.4348,LwviW2eA3,"+56 2 4543 4794",3971,63958,Aniversario,583423,2025/01/29,475000,5
,18.061.804,0,sr.1416@marmol.com,,qqYcxO6TofLP,"+56 9 2209 9820",4557,70979,,583429,,1572000,
"Sr. Silvia Carbajal Nevárez",18061804,0,sr.1416@marmol.com,Sr.nevárez,qqYcxO6TofLP,"+56 9 2209 9820",4557,70979,"Cena de Trabajo",583433,2025-01-12,774000,6
"Sr. Silvia Carbajal Nevárez",18061804,0,sr.1416@marmol.com,Sr.nevárez,qqYcxO6TofLP,"+56 9 2209 9820",4557,70979,"Cena de Trabajo",583437,2025-07-09,1368000,6
"Elisa Espinal Beltrán",15391657,8,ElisabeltrOen@viajesanma.ceele,elesbe,iWqmwX35g,"+56 2 3154 1433",4818,63317,Aniversario,583438,2025-07-22,576000,6
"Francisco Muro Almaraz",29168814,4,Franciscoalmaraz@wass.com,francisco5502,D5nX5zIfP,+56-2-8372-0731,8531,62726,"Salida con Familia",583439,2025-06-13,178000,2
"Francisco Muro Almaraz",29168814,4,Franciscoalmaraz@wass.com,francisco5502,D5nX5zIfP,"+56 2 8372 0731",8531,62726,"Salida con Familia",583446,2025-05-29,132000,2
"Francisco Muro Almaraz",29.168.814,4,Franciscoalmaraz@wass.com,francisco5502,D5nX5zIfP,"+56 2 8372 0731",8531,62726,"Salida con Familia",583453,2025/09/04,388000,2
"Mónica Crespo Zelaya",10837527,2,mOIcrze@edubus.cal,mónica684,Gm4mFGiAd,"+56 2 8098 1154",3440,66823,"Salida con Amigos",583454,2026-06-08,296000,1
"Elena Guardado Llamas",13509246,0,Elenallamas@tourket.com,elgull,TidL74Rvkt,"+56 9 8078 2760",7632,69012,Vacaciones,583455,2026-01-07,4230000,9
"Elena Guardado Llamas",13509246,0,Elenallamas@tourket.ceele,elgull,TidL74Rvkt,"+56 9 8078 2760",7632,69012,Vacaciones,583459,2026-03-22,1017000,9
"Elena Guardado Llamas",13509246,0,Elenallamas@tourket.com,elgull,TidL74Rvkt,"+56 9 8078 2760",7632,69012,Vacaciones,583460,2025-04-24,2574000,9
"Luz Varela Benavides",22380015,7,luvabe@@edubus.cal,luvabe,kZ8Mp4uZ4,"+56 2 1350 1486",2853,66207,Aniversario,583461,2025-02-19,219000,3
"Gilberto Tejeda Altamirano",15686425,0,giteal@@wass.com,gilberto2678,0waYZi73OpO07k,+56-2-7018-0647,7449,65033,Vacaciones,583467,2025-05-12,812000,7
"Soledad Luna León",12337747,8,solule@outluc.com,soledad1081,msK9pyA3lzCOa9Z,"+56 2 1304 1477",5025,68727,"Cena de Trabajo",583471,2025-04-07,354000,2
"Soledad Luna León",12337747,8,solule@outluc.ceele,soledad1081,msK9pyA3lzCOa9Z,"+56 2 1304 1477",5025,68727,"Cena de Trabajo",583472,2025/01/16,136000,2
"Soledad Luna León",12337747,8,solule@outluc.com,soledad1081,msK9pyA3lzCOa9Z,"+56 2 1304 1477",5025,68727,"Cena de Trabajo",583473,2025-01-22,284000,2
"Pedro Ontiveros Pulido",4093618,1,pedro1824@edubus.ceele,pedro3070,f1cddPe2BjZEFc,"+56 9 0108 4018",8566,68345,"Salida con Familia",583481,2025-01-03,398000,2
"Micaela Véliz Rubio",13687070,0,mivOoru@wass.com,micaela8908,17kJaBuiEW2n4B2N,"+56 2 3966 0673",7209,63080,"Salida con Familia",583482,2025-08-01,-165000,3
"Sta. Alfonso Campos Padilla",25336437,8,stalcapa@edubus.cal,sta.5358,m4KTVbUG,"+56 2 6545 2458",7071,70388,"Salida con Familia",583487,2025-06-30,1962000,6
"Sta. Alfonso Campos Padilla",25336437,8,stalcapa@edubus.ceele,sta.5358,m4KTVbUG,+56-2-6545-2458,7071,70388,"Salida con Familia",583493,2026-05-12,-1416000,6
"Sta. Alfonso Campos Padilla",25336437,8,stalcapa@edubus.cal,sta.5358,m4KTVbUG,+56-2-6545-2458,7071,70388,"Salida con Familia",583494,2025-07-09,702000,6
"Francisca Sotelo Enríquez",13592272,2,francisca2353@@marmol.com,Franciscaenríquez,0Pvjx5GJnUClg0,"+56 9 1797 4192",1375,65912,"Salida con Amigos",583496,2025-06-12,1460000,10
"Diego Escamilla Espinal",3442857,3,dieses@viajesanma.com,Diegoespinal,aI2AiLgMje2,"+56 2 6151 6808",7116,71431,"Salida con Familia",583499,2025-03-30,954000,9
"Diego Escamilla Espinal",3442857,3,dieses@viajesanma.ceele,Diegoespinal,aI2AiLgMje2,"+56 2 6151 6808",7116,71431,"Salida con Familia",583500,2025-02-04,1467000,9
"Sta. Jorge Carrera Gurule",2557909,7,Sta.gurule@outluc.com,stjocagu,6Pc9PlBbsEB,"+56 9 0943 7656",4727,62877,"Salida con Familia",583507,2025-01-29,-164000,1
"Sta. Jorge Carrera Gurule",2557909,7,,stjocagu,6Pc9PlBbsEB,"+56 9 0943 7656",,62877,,583513,,,1
"Sta. Jorge Carrera Gurule",2557909,7,Sta.gurule@outluc.ceele,stjocagu,6Pc9PlBbsEB,+56-9-0943-7656,4727,62877,"Salida con Familia",583514,2025-02-07,-170000,1
"Julia Lozano Solorzano",25577353,4,juloso@wass.com,Juliasolorzano,UiTUO8NJG,"+56 9 4441 5998",5339,64627,"Salida con Amigos",583521,2025-11-01,1029000,7
"Julia Lozano Solorzano",25.577.353,4,juloso@wass.com,Juliasolorzano,UiTUO8NJG,+56-9-4441-5998,5339,64627,"Salida con Amigos",583522,2025-10-15,1295000,7
"Julia Lozano Solorzano",25577353,4,juloso@wass.com,Juliasolorzano,UiTUO8NJG,"+56 9 4441 5998",5339,64627,"Salida con Amigos",583523,2026-09-09,721000,7
"Rodrigo Cadena Portillo",27.104.429,1,rodrigo5363@tourket.com,rocapo,fWNN04JJepH,"+56 2 6133 2279",9755,70197,"Salida con Familia",583524,2026-07-17,480000,5
"Rodrigo Cadena Portillo",27104429,1,rodrigo5363@tourket.com,rocapo,fWNN04JJepH,"+56 2 6133 2279",9755,70197,"Salida con Familia",583530,2026-01-01,290000,5
"Rodrigo Cadena Portillo",27104429,1,rodrigo5363@tourket.com,rocapo,fWNN04JJepH,"+56 2 6133 2279",9755,70197,"Salida con Familia",583538,2026-08-03,700000,5
"Sancho Jaime Zúñiga",27.378.218,4,sajazOU@marmol.ceele,sajazú,finJ3ab1M3mTv,"+56 9 6939 0523",6155,65285,"Salida con Familia",583539,2025/03/10,600000,3
"Sancho Jaime Zúñiga",27.378.218,4,sajazOU@marmol.ceele,sajazú,finJ3ab1M3mTv,+56-9-6939-0523,6155,65285,"Salida con Familia",583544,2025-01-18,282000,3
"Sancho Jaime Zúñiga",27378218,4,sajazOU@marmol.com,sajazú,finJ3ab1M3mTv,"+56 9 6939 0523",6155,65285,"Salida con Familia",583546,2025-02-03,111000,3
"Luis Miguel Pedraza Madrid",13648240,8,Luismadrid@tourket.com,luis6147,VY84EXPtPoUP7Snb,"+56 2 3042 1949",4624,66213,Aniversario,583554,2025-09-24,408000,8
"Timoteo Fernández Ortega",17921492,0,Timoteoortega@viajesanma.com,timoteo6411,pi5siU3TSBAy,"+56 9 7268 6601",3134,71637,"Salida con Familia",583558,2026-03-25,1750000,10
"Timoteo Fernández Ortega",,0,,,,"+56 9 7268 6601",3134,71637,"Salida con Familia",,2025-05-18,4000000,10
"Timoteo Fernández Ortega",17921492,0,Timoteoortega@viajesanma.com,timoteo6411,pi5siU3TSBAy,"+56 9 7268 6601",3134,71637,"Salida con Familia",583560,2025-12-14,420000,10
"Diego Laboy Barajas",29032133,6,dilaba@wass.com,dilaba,0SxRpEs9eqhH,"+56 2 0737 3985",1748,66020,"Salida con Familia",583561,2025-09-06,128000,1
"Lourdes Benavides Abrego",22065612,8,Lourdesabrego@marmol.com,lourdes2806,CTBHa3HuG14eYVe7,+56-9-1766-9746,1720,71987,"Salida con Amigos",583562,2025/03/26,350000,2
"Ángela Cantú Casillas",1470406,0,Oencaca@wass.com,Ángelacasillas,1caEwpUPG8qt,"+56 9 6277 4970",8242,67841,Aniversario,583563,2025/11/15,450000,3
"Ángela Cantú Casillas",1470406,0,Oencaca@wass.com,Ángelacasillas,1caEwpUPG8qt,"+56 9 6277 4970",8242,67841,Aniversario,583567,2025-12-11,588000,3
"Sra. Benito Segura Barela",29453953,0,sra.6037@edubus.cal,Sra.barela,14OPP19Yhl3clWk,"+56 9 3192 0480",9837,70721,Vacaciones,583571,2025-06-06,1220000,10
"Juan Carlos Treviño Angulo",29852608,5,jucatran@wass.com,jucatran,HF7Y5e5a,"+56 9 2928 6244",1235,65801,"Cena de Trabajo",583573,2025-04-02,920000,4
,29852608,5,jucatran@wass.com,jucatran,HF7Y5e5a,"+56 9 2928 6244",1235,65801,"Cena de Trabajo",,,,
,,,RaOUlcasOerez@edubus.cal,Raúlcasárez,,"+56 9 6134 6087",4130,68489,,583583,2025-01-03,342000,2
,14853078,5,mariana3965@edubus.cal,mariana7292,,"+56 2 7901 3142",,,"Salida con Amigos",583590,2025-07-21,154000,
"Mariana Rodríquez Díaz",14853078,5,mariana3965@edubus.cal,mariana7292,iD95TGifpr,"+56 2 7901 3142",2628,62625,"Salida con Amigos",583596,2025-09-24,596000,2
"Ana María Ponce Benavides",4975710,7,,anmapobe,WuFMx1gMZ,+56-9-4365-2071,7703,,,583602,,,9
"Ana María Ponce Benavides",4975710,7,Anabenavides@edubus.cal,anmapobe,WuFMx1gMZ,"+56 9 4365 2071",7703,64261,Vacaciones,583607,2025-02-25,594000,9
"Marilu Ávila Sevilla",2.085.941,5,Marilusevilla@marmol.ceele,marilu5053,3gmY5hrXBCRjTYIG,"+56 9 9862 3758",3336,71822,Aniversario,583614,2026-03-17,556000,4
,2.085.941,,Marilusevilla@marmol.com,marilu5053,,"+56 9 9862 3758",,71822,Aniversario,583615,2025-11-08,1000000,
"Marilu Ávila Sevilla",2085941,5,Marilusevilla@marmol.com,marilu5053,3gmY5hrXBCRjTYIG,"+56 9 9862 3758",3336,71822,Aniversario,583616,2025-08-20,456000,4
"Soledad Bravo Tello",25218381,7,Soledadtello@edubus.cal,soledad1240,nufEGJJUbmg6,+56-9-4264-7264,272,62051,Vacaciones,583617,2025-05-16,1670000,10
"Daniel Zelaya Arellano",,,daniel4493@wass.com,Danielarellano,,"+56 9 0614 6387",,62077,,583623,2025-02-23,-380000,5
"Guillermina Sanabria Olivárez",28867175,3,GuillerminaolivOerez@marmol.com,guillermina3669,EiTJss8jv7Uq,"+56 9 2646 1980",5803,62863,Vacaciones,583631,2025-07-10,300000,4
"Sr. Teresa Leyva Cantú",6731407,7,sr.2943@edubus.cal,Sr.cantú,y7Sda88Vd,"+56 2 7640 4526",2172,69167,Aniversario,583632,2025-10-03,212000,2
"Sr. Teresa Leyva Cantú",6731407,7,sr.2943@@edubus.cal,Sr.cantú,y7Sda88Vd,"+56 2 7640 4526",2172,69167,Aniversario,583635,2025-06-14,90000,2
"Sr. Teresa Leyva Cantú",6731407,7,sr.2943@edubus.cal,Sr.cantú,y7Sda88Vd,"+56 2 7640 4526",2172,69167,Aniversario,583636,2025-08-11,288000,2
"Raúl Mendoza Berríos",1087207,3,RaOUlberrOAos@outluc.com,raúl4175,g28XVWK4clvgA7l,"+56 9 0348 6534",9907,67098,"Salida con Amigos",583637,2025-03-08,1960000,7
"Raúl Mendoza Berríos",1087207,3,RaOUlberrOAos@outluc.com,raúl4175,g28XVWK4clvgA7l,"+56 9 0348 6534",9907,67098,"Salida con Amigos",583645,2025-07-29,1246000,7
"Raúl Mendoza Berríos",1087207,3,RaOUlberrOAos@@outluc.com,raúl4175,g28XVWK4clvgA7l,"+56 9 0348 6534",9907,67098,"Salida con Amigos",583646,2025-10-05,595000,7
"Sra. Adela Armijo Alvarado",29807149,5,Sra.alvarado@outluc.com,sra.5311,QeDUHcc34N,+56-9-8088-9315,3669,71727,Vacaciones,583651,2025-01-14,234000,2
"Sra. Adela Armijo Alvarado",29.807.149,5,Sra.alvarado@outluc.com,sra.5311,QeDUHcc34N,"+56 9 8088 9315",3669,71727,Vacaciones,583653,2026-01-30,276000,2
"Juan Mayorga Chavarría",1454207,8,jumach@marmol.com,Juanchavarría,furR6n3WQHYl7a6o,"+56 9 4384 1227",596,64014,"Salida con Familia",583661,2025-01-12,50000,1
"Juan Mayorga Chavarría",1454207,8,jumach@marmol.com,Juanchavarría,furR6n3WQHYl7a6o,"+56 9 4384 1227",596,64014,"Salida con Familia",583667,2025-05-08,112000,1
"Juan Mayorga Chavarría",1454207,8,jumach@@marmol.com,Juanchavarría,furR6n3WQHYl7a6o,"+56 9 4384 1227",596,64014,"Salida con Familia",583672,2025-04-15,164000,1
"José Rivera Hurtado",17421546,4,josOo8300@edubus.ceele,jorihu,hr3e1M94x,"+56 9 7123 7844",7409,69077,Aniversario,583673,2025-12-30,805000,7
"José Rivera Hurtado",17421546,4,josOo8300@edubus.cal,jorihu,hr3e1M94x,"+56 9 7123 7844",7409,69077,Aniversario,583681,2025-01-10,-1015000,7
"Lucia Luevano Canales",956719,4,lucia368@wass.ceele,Luciacanales,I5jysu0RWepq6Z,"+56 9 9393 3418",670,70015,"Salida con Amigos",583686,2025-01-07,184000,1
"Lucia Luevano Canales",956719,4,lucia368@wass.com,Luciacanales,I5jysu0RWepq6Z,"+56 9 9393 3418",670,70015,"Salida con Amigos",583687,2025-01-18,154000,1
"Nicolás Cardenas Valdez",13866202,0,nicava@wass.com,Nicolásvaldez,UrIVkhcV4,"+56 9 6027 3867",873,66461,"Salida con Familia",583695,2025-05-30,1440000,9
"Nicolás Cardenas Valdez",13866202,0,nicava@wass.ceele,Nicolásvaldez,UrIVkhcV4,"+56 9 6027 3867",873,66461,"Salida con Familia",583703,2025-07-22,1098000,9
"Nicolás Cardenas Valdez",13.866.202,0,nicava@@wass.com,Nicolásvaldez,UrIVkhcV4,"+56 9 6027 3867",873,66461,"Salida con Familia",583704,2025-06-13,3870000,9
"Beatriz Maya Brito",10411524,1,Beatrizbrito@outluc.com,Beatrizbrito,YYE7rVXavJ,"+56 9 3760 0879",9956,64582,"Salida con Familia",583705,2025-06-17,1152000,6
