id,correo_usuario,reserva_id,estrellas,descripcion
21159,gucuag705@viajesanma.com,131350,2,No lo recomendaría
21160,Jaimelongoria236@viajesanma.com,131362,,
21161,Leticiavelásquez162@marmol.com,131371,,
21162,,131391,,
21163,srhotaab716@viajesanma.com,131396,,
21164,,131401,4,Me atendieron bien
21165,Sra.gollum378@edubus.cal,131413,2,No lo recomendaría
21166,claudia3931278@outluc.com,131431,4,
21167,Ceciliaporras578@outluc.com,,3,Aceptable
21168,joalta315@viajesanma.com,131458,,
21169,Sra.preciado544@viajesanma.com,131488,3,Podría mejorar
21170,Alejandrayáñez893@outluc.com,,3,Aceptable
21171,Alejandrayáñez893@outluc.com,,2,Hubo varios problemas
21172,Sra.carrion912@outluc.com,131503,3,
21173,Sra.carrion912@outluc.com,131504,,Hubo varios problemas
21174,miguel6197540@edubus.cal,131521,,
21175,srjaarja449@marmol.com,131533,,Muy insatisfecho
21176,,131537,,
21177,Carlotaflórez433@edubus.cal,131545,4,Buena experiencia en general
21178,Carlotaflórez433@edubus.cal,131560,4,"Satisfecho, pero hay detalles por mejorar"
21179,hobafa743@edubus.cal,131585,2,No me convenció del todo
21180,sra.8832399@viajesanma.com,131592,,
21181,eloisa1412872@outluc.com,131601,,
21182,salvador7196389@outluc.com,131631,2,
21183,Cristinalaboy646@outluc.com,131649,2,Regular
21184,Vicentevergara483@marmol.com,131667,5,Muy satisfecho
21185,Bertaleón826@edubus.cal,131676,,
21186,srmaelseso170@wass.com,131682,,
21187,anmazú491@edubus.cal,131704,,
21188,anmazú491@edubus.cal,131706,,
21189,raúl4926713@wass.com,131729,,
21190,marilu2791390@marmol.com,131745,,
21191,germán7896769@wass.com,131756,3,Servicio regular
21192,germán7896769@wass.com,,3,Podría mejorar
21193,germán7896769@wass.com,131760,2,No me convenció del todo
21194,germán7896769@wass.com,131762,92,"Satisfecho, pero hay detalles por mejorar"
21195,concepción819530@wass.com,,3,Podría mejorar
21196,Robertoalonso990@edubus.cal,,4,Me atendieron bien
21197,mateo9956763@viajesanma.com,131810,,
21198,,131831,5,Sin duda volveré
21199,sofia4802645@edubus.cal,131839,,
21200,sofia4802645@edubus.cal,131844,,
21201,marisol888147@outluc.com,131859,,
21202,Carolinanarváez993@marmol.com,131899,3,Aceptable
21203,Sra.figueroa879@viajesanma.com,131903,,
21204,Alejandrovillareal669@tourket.com,131937,,
21205,Césarvalverde793@marmol.com,131952,5,Excelente
21206,Césarvalverde793@marmol.com,131954,,
21207,Mónicareséndez326@viajesanma.com,131966,,
21208,Mónicareséndez326@viajesanma.com,131967,,
21209,Gilbertopiña566@marmol.com,131981,,
21210,Claravela647@wass.com,131985,,
21211,Franciscoávila759@wass.com,132001,2,No lo recomendaría
21212,macool186@tourket.com,132015,44,Pésimo
21213,jucasa804@viajesanma.com,132035,,
21214,sr.9124119@outluc.com,132044,88,Servicio de primera
21215,yolanda4907946@viajesanma.com,132052,5,Servicio de primera
21216,Enriquerosado199@marmol.com,132065,1,Completamente decepcionado
21217,,132074,5,Excelente
21218,Enriquerosado199@marmol.com,132075,1,Completamente decepcionado
21219,,132094,,
21220,saarag430@edubus.cal,132103,,
21221,Ernestogómez420@wass.com,132129,4,"Satisfecho, pero hay detalles por mejorar"
21222,sadeanlo750@viajesanma.com,132147,,
21223,juan4715798@outluc.com,132158,,
21224,Sta.salinas422@tourket.com,132190,4,"Satisfecho, pero hay detalles por mejorar"
21225,,132203,1,Completamente decepcionado
21226,Carlaespino737@viajesanma.com,132218,1,Completamente decepcionado
21227,bemafe125@viajesanma.com,132238,2,
21228,Liliacardenas684@wass.com,132241,4,Bueno
21229,behupo888@wass.com,132253,2,Hubo varios problemas
21230,behupo888@wass.com,132256,,Servicio de primera
21231,jucayá364@wass.com,,,
21232,vetaca799@tourket.com,132285,2,Regular
21233,vetaca799@tourket.com,,10,"Satisfecho, pero hay detalles por mejorar"
21234,srfeesce671@tourket.com,132314,,
21235,Sta.delgadillo160@outluc.com,,,
21236,sta.7796609@wass.com,132336,44,Buena experiencia en general
21237,leonor984854@edubus.cal,132351,3,Aceptable
21238,aravay153@edubus.cal,132354,3,Aceptable
21239,Barbarasandoval905@tourket.com,132358,,
21240,racagu473@viajesanma.com,132370,,
21241,Sra.alaniz440@outluc.com,132380,1,Malo
21242,emilio5826826@viajesanma.com,132386,,
21243,,132404,2,Hubo varios problemas
21244,roalap173@viajesanma.com,132409,,
21245,roalap173@viajesanma.com,132410,5,Superó mis expectativas
21246,edolse351@edubus.cal,132426,4,Buena experiencia en general
21247,lola9204912@edubus.cal,132463,,
21248,caolli626@edubus.cal,132477,1,Completamente decepcionado
21249,caolli626@edubus.cal,132478,,
21250,maría2395412@outluc.com,132485,,
21251,cristina8433895@marmol.com,132492,5,
21252,Yolandatafoya606@marmol.com,132496,,
21253,Marcelaáguilar314@edubus.cal,132506,1,Muy insatisfecho
21254,Micaelaquiroz905@outluc.com,132539,3,"Cumplió con mis expectativas, pero sin destacar"
21255,adgule331@wass.com,132524,,
21256,Micaelaquiroz905@outluc.com,132533,4,Me atendieron bien
21257,Micaelaquiroz905@outluc.com,132536,3,Aceptable
21258,lacagu405@edubus.cal,,,
21259,jucéalma346@outluc.com,132568,,
21260,jucéalma346@outluc.com,132570,,No lo recomendaría
21261,jucéalma346@outluc.com,132573,46,Completamente decepcionado
21262,guagde444@tourket.com,132577,,
21263,rochbe319@tourket.com,132579,,
21264,,132583,,
21265,rochbe319@tourket.com,132593,4,Me atendieron bien
21266,rochbe319@tourket.com,132594,14,"Satisfecho, pero hay detalles por mejorar"
21267,admona298@edubus.cal,132600,4,Me atendieron bien
21268,gloria5815519@marmol.com,132603,3,Aceptable
21269,srmanaqu638@edubus.cal,,2,Hubo varios problemas
21270,alberto3440561@wass.com,132627,2,Regular
21271,alberto3440561@wass.com,132633,1,
21272,Silviaaguirre528@tourket.com,132637,,Completamente decepcionado
21273,soquto591@marmol.com,132649,3,"Cumplió con mis expectativas, pero sin destacar"
21274,sonúce739@wass.com,132678,2,No lo recomendaría
21275,laroab875@edubus.cal,,,
21276,Martínrazo938@tourket.com,132701,2,Regular
21277,cllehi461@viajesanma.com,132720,,
21278,sra.3052885@marmol.com,132742,5,Muy satisfecho
21279,arruga159@edubus.cal,132759,,
21280,josé6947462@wass.com,132770,4,Me atendieron bien
21281,Estebanvargas460@edubus.cal,132800,1,Muy insatisfecho
21282,Rosaliaespinal416@outluc.com,132809,,
21283,tomás7451786@edubus.cal,132830,,
21284,sr.5498874@edubus.cal,132848,,
21285,Anaarmas466@edubus.cal,132874,,Sin duda volveré
21286,Anaarmas466@edubus.cal,132875,,
21287,Anaarmas466@edubus.cal,132878,,
21288,sra.6948808@edubus.cal,132884,,
21289,Elisaescamilla453@outluc.com,132899,4,"Satisfecho, pero hay detalles por mejorar"
21290,Mariomontenegro991@tourket.com,132917,,
21291,Josébravo148@wass.com,132933,3,"Cumplió con mis expectativas, pero sin destacar"
21292,ramona4051791@outluc.com,132938,5,Superó mis expectativas
21293,micaela5448965@viajesanma.com,132950,,
21294,Elsamalave781@tourket.com,132970,,
21295,ropése963@tourket.com,,4,Bueno
21296,ropése963@tourket.com,133002,2,Regular
21297,ropése963@tourket.com,133003,5,Excelente
21298,mateo3147170@edubus.cal,133009,,
21299,mateo3147170@edubus.cal,133010,,
21300,mateo3147170@edubus.cal,133011,5,Servicio de primera
21301,mateo3147170@edubus.cal,133018,4,"Satisfecho, pero hay detalles por mejorar"
21302,Antonioregalado492@marmol.com,133124,3,"Cumplió con mis expectativas, pero sin destacar"
21303,dolores3172561@tourket.com,133028,,
21304,rosalia9975276@outluc.com,,5,Sin duda volveré
21305,madeol355@marmol.com,133047,,
21306,Victoriaoquendo513@tourket.com,133049,,
21307,leticia852324@marmol.com,133068,,
21308,essaca988@tourket.com,133098,1,Muy insatisfecho
21309,cegagi394@wass.com,133105,90,No lo recomendaría
21310,cegagi394@wass.com,133106,,
21311,césar101691@tourket.com,133114,,
21312,Antonioregalado492@marmol.com,133122,4,"Satisfecho, pero hay detalles por mejorar"
21847,,139357,4,Me atendieron bien
21313,Antonioregalado492@marmol.com,133126,3,Servicio regular
21314,Maríaarmijo187@marmol.com,133144,2,Regular
21315,hugo1217548@outluc.com,133149,4,Bueno
21316,siabbr313@wass.com,133167,5,Sin duda volveré
21317,Juliopolanco699@edubus.cal,,3,"Cumplió con mis expectativas, pero sin destacar"
21318,Juliopolanco699@edubus.cal,,,Bueno
21319,ampoap519@tourket.com,133177,,
21320,ampoap519@tourket.com,133179,,
21321,rubén9519542@edubus.cal,133197,2,Hubo varios problemas
21322,srfeesce671@tourket.com,133219,1,
21323,srfeesce671@tourket.com,133222,2,Regular
21324,,133251,1,Pésimo
21325,,133254,4,Buena experiencia en general
21326,Andreaguardado405@marmol.com,133260,,
21327,sra.1772343@outluc.com,133276,5,Sin duda volveré
21328,Blancaacevedo582@tourket.com,133284,1,Muy insatisfecho
21329,Blancaacevedo582@tourket.com,133286,,
21330,Blancaacevedo582@tourket.com,133288,3,Podría mejorar
21331,,133293,5,Muy satisfecho
21332,,133303,,
21333,adalco108@marmol.com,133312,,
21334,dorotea2336994@edubus.cal,133336,2,No lo recomendaría
21335,maonor134@tourket.com,133354,2,Hubo varios problemas
21336,débora7235789@edubus.cal,133374,4,
21337,francisca6290707@edubus.cal,133379,,
21338,antonio2796235@tourket.com,133400,,
21339,Manuelaalvarez722@marmol.com,,43,No lo recomendaría
21340,Manuelaalvarez722@marmol.com,133431,,
21341,Manuelaalvarez722@marmol.com,133432,1,No vuelvo más
21342,Manuelaalvarez722@marmol.com,133436,4,"Satisfecho, pero hay detalles por mejorar"
21343,Virginianava347@marmol.com,133452,4,Me atendieron bien
21344,Virginianava347@marmol.com,133453,4,Buena experiencia en general
21345,Ramiromercado584@marmol.com,133486,2,No lo recomendaría
21346,ánurta990@wass.com,133464,4,Buena experiencia en general
21347,Ramiromercado584@marmol.com,133477,4,Me atendieron bien
21348,Ramiromercado584@marmol.com,133481,,
21349,isseme584@wass.com,133487,3,Podría mejorar
21350,isseme584@wass.com,133489,,
21351,Déboraaparicio138@edubus.cal,133504,,
21352,jucohu324@viajesanma.com,133510,3,"Cumplió con mis expectativas, pero sin destacar"
21353,,133514,66,Servicio regular
21354,,,1,Completamente decepcionado
21355,baalar676@edubus.cal,133537,,
21356,romebr232@marmol.com,133538,2,Regular
21357,laveca454@wass.com,133545,,
21358,Lauraserrato848@outluc.com,133571,,
21359,daniel8060396@viajesanma.com,133584,5,Excelente
21360,daniel8060396@viajesanma.com,133589,2,
21361,josefina7589382@outluc.com,133593,,
21362,josefina7589382@outluc.com,133597,4,Buena experiencia en general
21363,Claravela647@wass.com,133600,4,Buena experiencia en general
21364,esteban5616550@viajesanma.com,133603,4,Bueno
21365,Raúllozada880@marmol.com,133622,,
21366,Maríacardona836@edubus.cal,133633,,
21367,,133637,3,"Cumplió con mis expectativas, pero sin destacar"
21368,,133639,5,Muy satisfecho
21369,Salvadorcamarillo394@tourket.com,133649,5,Sin duda volveré
21370,marcos2893248@viajesanma.com,133655,,
21371,marcos2893248@viajesanma.com,133662,,
21372,srangafi126@tourket.com,133670,,
21373,sra.1772343@outluc.com,133698,,
21374,sra.1772343@outluc.com,133703,,
21375,alejandro481955@edubus.cal,133711,1,Malo
21376,alejandro481955@edubus.cal,133720,,
21377,gamaap940@marmol.com,133757,,Podría mejorar
21378,ricardo2890327@viajesanma.com,133761,5,Superó mis expectativas
21379,,133772,2,No lo recomendaría
21380,Liliacardenas684@wass.com,133794,4,"Satisfecho, pero hay detalles por mejorar"
21381,Germánbriseño409@viajesanma.com,,3,"Cumplió con mis expectativas, pero sin destacar"
21382,Germánbriseño409@viajesanma.com,133804,,
21383,Sra.nevárez254@edubus.cal,133813,,Servicio de primera
21384,Jorgezavala800@edubus.cal,133816,2,No lo recomendaría
21385,sta.8893228@marmol.com,133829,3,"Cumplió con mis expectativas, pero sin destacar"
21386,Estermagaña391@outluc.com,133856,,
21387,Elsamalave781@tourket.com,133864,,
21388,federico1533137@edubus.cal,133871,,
21389,Adrianaalcántar818@outluc.com,,5,Excelente
21390,Barbararendón891@outluc.com,133893,4,Bueno
21391,Sta.deleón863@outluc.com,133912,,
21392,carla9500760@outluc.com,133924,,
21393,carla9500760@outluc.com,133925,83,No lo recomendaría
21394,sr.1774563@edubus.cal,133931,3,Servicio regular
21395,starjica949@outluc.com,133936,,
21396,starjica949@outluc.com,,1,Pésimo
21397,srcavipa609@marmol.com,133951,2,Regular
21398,srcavipa609@marmol.com,133953,,
21399,pablo9904450@outluc.com,133968,5,Sin duda volveré
21400,Albertovillarreal176@outluc.com,133984,5,Muy satisfecho
21401,maméle199@edubus.cal,134005,3,Servicio regular
21402,Anacollazo583@wass.com,,1,Muy insatisfecho
21403,Anacollazo583@wass.com,134017,1,Muy insatisfecho
21404,Anacollazo583@wass.com,134018,2,Regular
21405,secaba790@outluc.com,134028,5,Servicio de primera
21406,Jaimecortés541@wass.com,134042,28,Podría mejorar
21407,srmanaqu638@edubus.cal,134068,,
21408,,134071,,
21409,starlovi445@viajesanma.com,,,"Cumplió con mis expectativas, pero sin destacar"
21410,felipe8077959@edubus.cal,134086,,
21411,mayte7853127@wass.com,134149,,
21412,anluhequ729@outluc.com,134100,,
21413,anluhequ729@outluc.com,134106,4,Me atendieron bien
21414,sra.9914134@outluc.com,,,
21415,sra.9914134@outluc.com,134119,4,Me atendieron bien
21416,sra.9914134@outluc.com,134128,3,"Cumplió con mis expectativas, pero sin destacar"
21417,Javiergaytán668@outluc.com,134134,43,Hubo varios problemas
21418,elsa8251728@wass.com,134140,,No me convenció del todo
21419,sta.960821@marmol.com,134148,3,Aceptable
21420,Eloisaaguayo622@outluc.com,134183,,Pésimo
21421,mabasa788@outluc.com,134224,1,Muy insatisfecho
21422,benito2406406@wass.com,134274,,
21423,Victoriabarragán864@viajesanma.com,134290,1,Malo
21424,,134291,2,No lo recomendaría
21425,Patriciaesquibel311@tourket.com,134322,,
21426,sra.1279548@edubus.cal,134325,1,Pésimo
21427,sra.1279548@edubus.cal,134329,,
21428,macape258@viajesanma.com,134364,,No lo recomendaría
21429,Sr.barreto906@edubus.cal,134387,4,Me atendieron bien
21430,stjaessu577@edubus.cal,134398,,
21431,stjaessu577@edubus.cal,134403,3,Servicio regular
21432,masaar741@viajesanma.com,134415,,
21433,Benitosaucedo829@marmol.com,134427,3,
21434,yolanda4907946@viajesanma.com,134431,,
21435,,134459,3,Servicio regular
21436,agustín9413325@outluc.com,134474,,
21437,stcavébo386@wass.com,134483,,
21438,stcavébo386@wass.com,134495,1,No vuelvo más
21439,lecaba295@marmol.com,134505,,
21440,lecaba295@marmol.com,134508,,
21441,virginia2661573@tourket.com,134518,2,Hubo varios problemas
21442,,,2,Regular
21443,,134530,1,No vuelvo más
21444,juan3320373@wass.com,134536,4,Bueno
21445,maría8478238@outluc.com,134551,,
21446,panari911@tourket.com,134574,,
21447,Emiliodíaz846@marmol.com,134584,,
21448,Emiliodíaz846@marmol.com,134585,1,Muy insatisfecho
21449,Emiliodíaz846@marmol.com,134586,,
21450,Javiergaytán668@outluc.com,134601,5,Sin duda volveré
21451,maboar638@tourket.com,134604,,
21452,Ramónmeza474@tourket.com,134612,,
21453,stmatini267@marmol.com,134614,,
21454,catalina4957874@outluc.com,134620,,
21455,Barbaraaguirre794@outluc.com,,2,No lo recomendaría
21456,Alfredosaucedo875@tourket.com,134630,1,Pésimo
21457,miguel4891310@outluc.com,134658,1,No vuelvo más
21458,Juliobravo184@viajesanma.com,134663,,
21459,hopoch697@viajesanma.com,134682,,Completamente decepcionado
21460,Andreacasas277@tourket.com,134691,,
21461,Andreacasas277@tourket.com,134695,2,No lo recomendaría
21462,Analomeli512@outluc.com,134702,4,Me atendieron bien
21463,,134706,,
21464,srluheca640@marmol.com,134720,,No lo recomendaría
21465,srmateorág301@tourket.com,134729,1,Completamente decepcionado
21466,srmateorág301@tourket.com,134733,,
21467,antonio638296@tourket.com,134739,85,"Satisfecho, pero hay detalles por mejorar"
21468,antonio638296@tourket.com,134745,2,
21469,claudia2190479@outluc.com,134751,,
21470,Martínríos841@marmol.com,134769,,No lo recomendaría
21471,Blancapuente777@marmol.com,134783,,
21472,romebr232@marmol.com,,1,
21473,,,1,Muy insatisfecho
21474,Sra.barela468@marmol.com,134824,,
21475,ariadna8166322@viajesanma.com,134828,,
21476,Mateovarela616@tourket.com,134843,2,No me convenció del todo
21477,sta.4500407@edubus.cal,134851,,
21478,rogice917@wass.com,134894,5,Muy satisfecho
21479,gusabr510@edubus.cal,134905,,Servicio de primera
21480,dolores9808289@marmol.com,134915,,
21481,Martínsegovia988@marmol.com,134939,24,"Cumplió con mis expectativas, pero sin destacar"
21482,Martínsegovia988@marmol.com,134941,,
21483,Sra.mercado634@viajesanma.com,134946,,
21484,gilberto4249738@wass.com,,4,Me atendieron bien
21485,margarita8382853@tourket.com,134967,2,Hubo varios problemas
21486,margarita8382853@tourket.com,134970,2,Hubo varios problemas
21487,josé5639328@marmol.com,135015,,
21488,emilio6169968@wass.com,135019,15,Sin duda volveré
21489,sta.7696723@outluc.com,135036,,
21490,,135048,5,Excelente
21491,ernesto5526433@wass.com,135049,,
21492,capode618@outluc.com,135053,84,Buena experiencia en general
21493,Irenecarrasquillo380@marmol.com,135069,2,
21494,Josébecerra106@tourket.com,,,
21495,srgicepa579@outluc.com,135091,,
21496,srgicepa579@outluc.com,135094,,
21497,,135102,,No vuelvo más
21498,Ángelaaragón758@outluc.com,135113,,Servicio de primera
21499,sta.3467745@outluc.com,135121,1,Muy insatisfecho
21500,sta.8353426@wass.com,135123,,
21501,ocgaco494@edubus.cal,135132,,
21502,Gloriaornelas165@wass.com,135154,1,Malo
21503,Salvadorlara526@edubus.cal,135166,,
21504,anita5838732@outluc.com,135188,,
21505,,135199,2,Regular
21506,sr.4594953@viajesanma.com,135205,,
21507,Victoriapatiño315@marmol.com,135219,,
21508,lovice659@tourket.com,135225,3,"Cumplió con mis expectativas, pero sin destacar"
21509,elpase849@viajesanma.com,135230,,
21510,elpase849@viajesanma.com,135231,2,No lo recomendaría
21511,srluminope767@wass.com,135242,,Servicio regular
21512,elpase849@viajesanma.com,135298,66,Malo
21513,sr.2437231@tourket.com,135318,,
21514,sr.2437231@tourket.com,135327,,Hubo varios problemas
21515,Sr.archuleta598@edubus.cal,135333,5,Servicio de primera
21516,Sr.archuleta598@edubus.cal,135334,,
21517,igcoli910@wass.com,135345,,
21518,igcoli910@wass.com,135350,2,Regular
21519,rebeca2400462@wass.com,135352,4,Me atendieron bien
21520,rebeca2400462@wass.com,135363,,
21521,iscagu257@outluc.com,135376,,
21522,,,4,"Satisfecho, pero hay detalles por mejorar"
21523,Javiertijerina930@wass.com,135395,,No vuelvo más
21524,guillermo6469513@outluc.com,135401,,
21525,soledad207169@tourket.com,135405,,Superó mis expectativas
21848,Arturomesa113@wass.com,139359,5,
21526,agustín1788879@wass.com,135429,4,"Satisfecho, pero hay detalles por mejorar"
21527,agustín1788879@wass.com,135431,4,"Satisfecho, pero hay detalles por mejorar"
21528,gloqba754@edubus.cal,135442,34,Aceptable
21529,,135445,,
21530,leonor2290253@marmol.com,135452,3,Podría mejorar
21531,stsaquco408@marmol.com,135464,,
21532,stsaquco408@marmol.com,135467,,
21533,,135491,,
21534,yoalco486@edubus.cal,135514,,
21535,Joséserrato685@wass.com,135524,2,No lo recomendaría
21536,Raquelarriaga466@viajesanma.com,135546,13,Servicio regular
21537,Maríacardona836@edubus.cal,135565,,
21538,jolutego497@marmol.com,135590,4,Buena experiencia en general
21539,enrique8605841@viajesanma.com,135598,,
21540,enrique8605841@viajesanma.com,,,
21541,enrique8605841@viajesanma.com,135610,4,Buena experiencia en general
21542,benito2406406@wass.com,135611,,
21543,sra.4898493@marmol.com,135625,,"Cumplió con mis expectativas, pero sin destacar"
21544,Dianamaya142@viajesanma.com,135639,4,Buena experiencia en general
21545,Ramónnoriega776@wass.com,135667,5,Muy satisfecho
21546,magaes872@wass.com,135671,1,Completamente decepcionado
21547,magaes872@wass.com,135673,2,Regular
21548,Yolandacaraballo274@tourket.com,135694,,
21549,Yolandacaraballo274@tourket.com,135701,,
21550,Anabarreto586@viajesanma.com,135733,4,Buena experiencia en general
21551,julia8587147@marmol.com,135762,1,Completamente decepcionado
21552,julia8587147@marmol.com,135765,,
21553,,135767,3,"Cumplió con mis expectativas, pero sin destacar"
21554,césar4731601@tourket.com,,1,Malo
21555,Sta.ramón778@viajesanma.com,135777,,
21556,Marianocanales677@outluc.com,135794,4,
21557,jucova846@wass.com,135808,,
21558,jucova846@wass.com,135811,,
21559,,135820,2,No me convenció del todo
21560,sra.1689413@outluc.com,135835,26,Aceptable
21561,Sta.venegas200@viajesanma.com,135839,,Servicio regular
21562,,135849,1,Pésimo
21563,,135861,,
21564,diego5601374@wass.com,135868,,No lo recomendaría
21565,sta.2691341@tourket.com,,1,Malo
21566,sta.2691341@tourket.com,135905,1,Muy insatisfecho
21567,,135929,,
21568,Albertovillarreal176@outluc.com,135935,,
21569,Albertovillarreal176@outluc.com,135941,4,"Satisfecho, pero hay detalles por mejorar"
21570,Albertovillarreal176@outluc.com,135943,2,Hubo varios problemas
21571,Lolasegovia453@tourket.com,135956,,
21572,Lolasegovia453@tourket.com,135963,2,No lo recomendaría
21573,Lolasegovia453@tourket.com,135964,3,Aceptable
21574,almagi637@viajesanma.com,,1,No vuelvo más
21575,rodrigo5752609@edubus.cal,135997,5,Sin duda volveré
21576,Mónicacasares947@marmol.com,,50,No me convenció del todo
21577,srarríro296@viajesanma.com,136049,,Servicio regular
21578,samuel1991909@marmol.com,136054,,Servicio regular
21579,teeses724@marmol.com,136086,,
21580,Manuelbecerra686@marmol.com,,,
21581,Manuelbecerra686@marmol.com,136124,1,Malo
21582,lotogr954@edubus.cal,136137,44,Servicio de primera
21583,Sanchogodínez868@outluc.com,136154,42,Muy insatisfecho
21584,Sanchogodínez868@outluc.com,136157,5,Excelente
21585,stblcoib555@edubus.cal,136162,,
21586,stblcoib555@edubus.cal,,5,Muy satisfecho
21587,berta7261434@outluc.com,136195,,
21588,,136208,,Malo
21589,beroma509@wass.com,,,
21590,,136214,1,No vuelvo más
21591,juguar573@edubus.cal,136221,4,Bueno
21592,samuel6904991@viajesanma.com,136224,3,"Cumplió con mis expectativas, pero sin destacar"
21593,víonoq859@tourket.com,136240,,
21594,Pilarrodarte968@tourket.com,136262,,Sin duda volveré
21595,sra.7402564@viajesanma.com,136287,,
21596,roberto8863130@marmol.com,136274,2,No lo recomendaría
21597,,136292,4,Me atendieron bien
21598,maría4964879@edubus.cal,136345,,
21599,sra.3787531@marmol.com,136358,,
21600,Blancaacevedo582@tourket.com,136468,,
21601,alcaba134@viajesanma.com,136415,2,Regular
21602,Maríagaytán831@marmol.com,136450,,
21603,Blancaacevedo582@tourket.com,136469,1,Malo
21604,Susanaburgos845@marmol.com,136475,,
21605,Danielaramos196@viajesanma.com,136481,,
21606,ancues532@tourket.com,136501,5,Servicio de primera
21607,,136532,2,
21608,Maríalemus983@viajesanma.com,136541,4,Me atendieron bien
21609,srdaágve105@outluc.com,136563,,
21610,srdaágve105@outluc.com,136564,,
21611,feflto500@tourket.com,136587,,
21612,Sra.olivares486@edubus.cal,136590,,
21613,josé6947462@wass.com,136599,,
21614,,136601,,No vuelvo más
21615,Lorenamarrero270@viajesanma.com,136615,,
21616,isbale733@tourket.com,136620,5,Excelente
21617,sr.2944225@outluc.com,,4,Buena experiencia en general
21618,Susanaperes872@viajesanma.com,136673,,
21619,srcavipa609@marmol.com,136716,,
21620,yolanda8323644@viajesanma.com,136720,3,Podría mejorar
21621,sr.7451797@viajesanma.com,136746,5,Servicio de primera
21622,tivedo237@viajesanma.com,136765,,
21623,luvare678@marmol.com,136773,14,Excelente
21624,luvare678@marmol.com,136775,3,Podría mejorar
21625,macrsemo312@viajesanma.com,136798,,
21626,Maríatello434@outluc.com,136811,,
21627,daniel8523759@wass.com,136818,,
21628,daniel8523759@wass.com,136819,,
21629,lourdes7750833@marmol.com,136826,4,
21630,lourdes7750833@marmol.com,136829,3,"Cumplió con mis expectativas, pero sin destacar"
21631,lourdes7750833@marmol.com,136832,5,Excelente
21632,sr.5323939@outluc.com,136840,,
21633,Maytequesada714@outluc.com,136843,,
21634,sta.5116870@edubus.cal,136871,2,No me convenció del todo
21635,joemcava219@viajesanma.com,136884,,"Satisfecho, pero hay detalles por mejorar"
21636,Soledadmontaño336@tourket.com,136896,2,Hubo varios problemas
21637,Soledadmontaño336@tourket.com,136898,,
21638,,136909,,Sin duda volveré
21639,Robertoalonso990@edubus.cal,,2,No me convenció del todo
21640,estela7535658@outluc.com,136941,4,Bueno
21641,,136956,3,Servicio regular
21642,maricarmen5245481@wass.com,136957,,
21643,Sta.perea521@tourket.com,136963,3,Servicio regular
21644,Sta.perea521@tourket.com,136965,3,Aceptable
21645,Sta.perea521@tourket.com,136970,2,No me convenció del todo
21646,anneca976@edubus.cal,136980,,
21647,anneca976@edubus.cal,,2,No me convenció del todo
21648,srmateorág301@tourket.com,136993,3,Aceptable
21649,srmateorág301@tourket.com,136998,2,No lo recomendaría
21650,Sra.mata898@marmol.com,137007,,
21651,,137008,3,Aceptable
21652,maría9115323@tourket.com,137022,,
21653,,137026,,
21654,Sra.aranda751@wass.com,137038,4,Me atendieron bien
21655,Sra.aranda751@wass.com,137042,3,Aceptable
21656,elnavi874@viajesanma.com,137066,,
21657,elnavi874@viajesanma.com,137073,,
21658,Caridadvaldez497@wass.com,,,
21659,virava360@viajesanma.com,137089,21,Buena experiencia en general
21660,mileva171@tourket.com,137099,,
21661,mileva171@tourket.com,137101,,
21662,inés1998839@edubus.cal,137107,,
21663,srregiho246@wass.com,137112,,Buena experiencia en general
21664,ana8583900@tourket.com,137120,,
21665,ana8583900@tourket.com,137127,,Aceptable
21666,lilia8686853@marmol.com,137130,,
21667,emmosa915@wass.com,137149,4,Bueno
21668,,137177,,"Satisfecho, pero hay detalles por mejorar"
21669,Catalinarangel296@wass.com,137190,,
21670,octavio3991869@outluc.com,,5,Excelente
21671,octavio3991869@outluc.com,,4,Me atendieron bien
21672,Oliviajimínez246@marmol.com,137205,,Pésimo
21673,Rafaelpiña439@viajesanma.com,137215,,
21674,Rafaelpiña439@viajesanma.com,137216,,
21675,Rafaelpiña439@viajesanma.com,137219,5,Servicio de primera
21676,,137225,5,Servicio de primera
21677,,137297,,
21678,,137299,1,No vuelvo más
21679,erjasi436@wass.com,137310,1,Pésimo
21680,Sr.chávez902@edubus.cal,137358,,
21681,Salvadorquezada982@edubus.cal,137368,,
21682,Salvadorquezada982@edubus.cal,137373,,
21683,Salvadorquezada982@edubus.cal,137375,,
21684,teresa808285@outluc.com,137378,,
21685,Emiliaarmijo452@marmol.com,137397,5,
21686,ignacio6475273@tourket.com,137439,,
21687,agustín9413325@outluc.com,137448,5,Excelente
21688,stjoesme886@edubus.cal,137463,5,Superó mis expectativas
21689,Marisolsauceda149@viajesanma.com,137474,22,"Satisfecho, pero hay detalles por mejorar"
21690,Marisolsauceda149@viajesanma.com,137476,5,Servicio de primera
21691,Verónicamadrigal490@edubus.cal,137477,5,Superó mis expectativas
21692,Verónicamadrigal490@edubus.cal,137480,4,"Satisfecho, pero hay detalles por mejorar"
21693,Verónicamadrigal490@edubus.cal,137490,,
21694,Dianavergara671@edubus.cal,137496,,
21695,dopere865@viajesanma.com,137507,1,
21696,Sra.arreola423@marmol.com,137584,3,Podría mejorar
21697,dopere865@viajesanma.com,137510,1,Completamente decepcionado
21698,dopere865@viajesanma.com,137513,,
21699,Irenecarrasquillo380@marmol.com,137543,,
21700,sta.7493179@wass.com,,,
