id,correo_usuario,reserva_id,valor,clausula,empresa,tipo
8729,jauroz210@marmol.com,98174,,,,
8730,,98245,56000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",BICE Vida Compañía de Seguros S.A.,Seguro de Responsabilidad Civil
8731,stmameso466@outluc.com,98263,,,,
8732,elisa5665287@outluc.com,98286,22000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",Vida Cámara S.A.,Seguro por Demoras en el Viaje
8733,elisa5665287@outluc.com,98288,,,,
8734,sofia1153676@wass.com,98324,61000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Interrupción del Viaje
8735,,98332,67000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",Consorcio Nacional de Seguros Vida S.A.,Seguro de Interrupción del Viaje
8736,Albertopedroza831@wass.com,98336,,,,
8737,raquel716617@viajesanma.com,,23000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelaciones laborales imprevistas",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Cancelación de Viaje
9451,Josefinaolivares376@outluc.com,116564,,,,
9452,sttibade863@tourket.com,116590,,,,
8738,tivedo237@viajesanma.com,98394,82000,"Evacuación y repatriación sanitaria, Cobertura de gastos médicos por enfermedad o accidente",BICE Vida Compañía de Seguros S.A.,Seguro de Asistencia Médica
8739,,98403,,,,
8740,,,20000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Confuturo S.A.,Seguro de Interrupción del Viaje
8741,adméta645@edubus.cal,,,,,
8742,maaral840@edubus.cal,98458,11000,"Evacuación y repatriación sanitaria, Hospitalización y cirugías de emergencia",,
8743,Conchitatreviño617@tourket.com,98482,,,,
8744,octavio3991869@outluc.com,98503,27000,"Cobertura de gastos médicos por enfermedad o accidente, Hospitalización y cirugías de emergencia",Consorcio Nacional de Seguros Vida S.A.,Seguro de Asistencia Médica
8745,daniela4410812@viajesanma.com,98541,,,,
8746,,98718,27000,"Indemnización por retraso en la entrega de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",,Seguro de Equipaje y Efectos Personales
8747,Ernestosalazar472@edubus.cal,98732,,,,
8748,,98739,,,,
8749,fesahe371@viajesanma.com,98758,,,,
8750,,98763,9000,"Hospitalización y cirugías de emergencia, Evacuación y repatriación sanitaria",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Asistencia Médica
8751,,98781,72000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",MetLife Chile Seguros de Vida S.A.,Seguro de Interrupción del Viaje
8752,claudio8255363@edubus.cal,98806,,,,
8753,,98821,,,,
8754,Sta.cardenas262@viajesanma.com,98850,78000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelaciones laborales imprevistas",MetLife Chile Seguros de Vida S.A.,Seguro de Cancelación de Viaje
8755,jucémalo234@wass.com,98861,94000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",MetLife Chile Seguros de Vida S.A.,Seguro de Interrupción del Viaje
8756,,98863,90000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Responsabilidad Civil
8757,concepción819530@wass.com,98879,,,,
8758,Salvadorlara526@edubus.cal,98891,,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Responsabilidad Civil
8759,juolju499@outluc.com,98902,,,,
8760,Luzalcaraz848@outluc.com,98916,,,,
8761,stjovies513@tourket.com,98953,,,,
8762,julio9229907@tourket.com,98967,,,,
8763,junepe364@viajesanma.com,98975,56000,"Cobertura de artículos electrónicos bajo ciertos límites, Indemnización por retraso en la entrega de equipaje",BICE Vida Compañía de Seguros S.A.,Seguro de Equipaje y Efectos Personales
8764,Clementecarvajal245@viajesanma.com,98984,65000,"Cobertura de gastos médicos por enfermedad o accidente, Cobertura de medicamentos recetados",Vida Cámara S.A.,
8765,Gerardoarchuleta531@outluc.com,99003,,,,
8766,Anacollazo583@wass.com,99039,,,,
8767,Anacollazo583@wass.com,99042,76000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",Confuturo S.A.,Seguro por Demoras en el Viaje
8768,ana8583900@tourket.com,99045,,,,
8769,Sta.cardenas262@viajesanma.com,99083,,,,
8770,elisa6972961@edubus.cal,,35000,"Reembolso por cancelaciones laborales imprevistas, Cobertura de penalidades por cambio de vuelo",Seguros Generales Suramericana S.A.,Seguro de Cancelación de Viaje
8771,Margaritayáñez626@viajesanma.com,99132,,,,
8772,anesca757@outluc.com,99197,,"Cobertura de penalidades por cambio de vuelo, Cobertura por cancelaciones debido a desastres naturales o disturbios",BICE Vida Compañía de Seguros S.A.,Seguro de Cancelación de Viaje
8773,Samuelguzmán612@wass.com,,45000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",Vida Cámara S.A.,Seguro por Demoras en el Viaje
8774,alejandro2734446@viajesanma.com,99310,78000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",Vida Cámara S.A.,Seguro de Cancelación de Viaje
8775,alejandro2734446@viajesanma.com,99313,44000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Confuturo S.A.,Seguro de Interrupción del Viaje
8776,alejandro2734446@viajesanma.com,99322,,,,
8777,julia8587147@marmol.com,,59000,"Evacuación y repatriación sanitaria, Hospitalización y cirugías de emergencia",HDI Seguros S.A.,Seguro de Asistencia Médica
8778,adán9883672@marmol.com,,96000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura por pérdida, robo o daño de equipaje",Consorcio Nacional de Seguros Vida S.A.,
8779,,99408,31000,,Consorcio Nacional de Seguros Vida S.A.,Seguro por Demoras en el Viaje
8780,Marisoltello847@tourket.com,99512,,,,
8781,Sta.prieto689@wass.com,99555,74000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",Seguros Generales Suramericana S.A.,Seguro de Responsabilidad Civil
8782,Sta.prieto689@wass.com,99556,,,,
8783,srcarimo323@marmol.com,,51000,,Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Interrupción del Viaje
8784,Ricardocorona986@tourket.com,99643,,,,
8785,Ricardocorona986@tourket.com,99644,,,,
8786,,99662,,,,
8787,marco8536482@viajesanma.com,99682,72000,"Evacuación y repatriación sanitaria, Cobertura de gastos médicos por enfermedad o accidente",Consorcio Nacional de Seguros Vida S.A.,Seguro de Asistencia Médica
8788,marco8536482@viajesanma.com,99685,98000,"Cobertura de medicamentos recetados, Cobertura de gastos médicos por enfermedad o accidente",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Asistencia Médica
8789,carla9500760@outluc.com,99758,40000,,Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Cancelación de Viaje
8790,,99845,,,,
8791,,99853,15000,"Indemnización por retraso en la entrega de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",Confuturo S.A.,Seguro de Equipaje y Efectos Personales
8792,Marianobatista892@outluc.com,99879,75000,"Cobertura de artículos electrónicos bajo ciertos límites, Cobertura por pérdida, robo o daño de equipaje",MetLife Chile Seguros de Vida S.A.,Seguro de Equipaje y Efectos Personales
8793,Raúlrendón304@viajesanma.com,,16000,,Confuturo S.A.,Seguro de Interrupción del Viaje
8794,joemseco465@marmol.com,,,,,
9559,Martaurrutia521@viajesanma.com,,,,,
8795,mateo688995@wass.com,100013,11000,"Cobertura de artículos electrónicos bajo ciertos límites, Indemnización por retraso en la entrega de equipaje",,Seguro de Equipaje y Efectos Personales
8796,mateo688995@wass.com,100018,,,,
8797,Lauramartínez879@outluc.com,100022,7000,"Evacuación y repatriación sanitaria, Cobertura de medicamentos recetados",BICE Vida Compañía de Seguros S.A.,Seguro de Asistencia Médica
8798,Joaquínmesa166@tourket.com,100038,53000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelaciones laborales imprevistas",HDI Seguros S.A.,Seguro de Cancelación de Viaje
8799,Joaquínmesa166@tourket.com,100042,,,,
8800,magdalena8418579@wass.com,100065,12000,"Indemnización por retraso en la entrega de equipaje, Cobertura por pérdida, robo o daño de equipaje",,Seguro de Equipaje y Efectos Personales
8801,eloisa7262257@edubus.cal,100084,8000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",BICE Vida Compañía de Seguros S.A.,
8802,Sanchogodínez868@outluc.com,100130,,,,
8803,,100148,,,,
8804,,100180,,,,
8805,Sr.otero613@viajesanma.com,100253,13000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelaciones laborales imprevistas",Vida Cámara S.A.,Seguro de Cancelación de Viaje
8806,,100269,32000,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",,Seguro de Responsabilidad Civil
8807,srinmoca501@viajesanma.com,100273,,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",Liberty Compañía de Seguros Generales S.A.,Seguro de Responsabilidad Civil
8808,Jorgeiglesias178@wass.com,100297,,,,
8809,yoalco486@edubus.cal,100318,26000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",MetLife Chile Seguros de Vida S.A.,Seguro de Interrupción del Viaje
8810,Doloressáenz211@wass.com,100380,,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelaciones laborales imprevistas",MetLife Chile Seguros de Vida S.A.,
8811,Doloressáenz211@wass.com,100382,,,,
8812,,100393,,,,
8813,,100402,45000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelaciones laborales imprevistas",,Seguro de Cancelación de Viaje
8814,irocve911@tourket.com,100435,84000,"Hospitalización y cirugías de emergencia, Cobertura de gastos médicos por enfermedad o accidente",HDI Seguros S.A.,Seguro de Asistencia Médica
8815,cltrpu724@marmol.com,100439,,,,
8816,Horacioalfaro577@edubus.cal,100483,,,,
8817,srbahuro235@viajesanma.com,100498,50000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Cobertura de penalidades por cambio de vuelo",HDI Seguros S.A.,Seguro de Cancelación de Viaje
8818,,100557,,,,
8819,srvimona836@edubus.cal,100606,37000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",Vida Cámara S.A.,Seguro por Demoras en el Viaje
8820,,100630,84000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Liberty Compañía de Seguros Generales S.A.,Seguro de Interrupción del Viaje
8821,Jacoborojo472@marmol.com,100647,96000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Consorcio Nacional de Seguros Vida S.A.,Seguro de Interrupción del Viaje
8822,dolores5452500@tourket.com,100665,57000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Confuturo S.A.,Seguro de Interrupción del Viaje
8823,jaime9812696@viajesanma.com,100733,18000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",,Seguro de Responsabilidad Civil
8824,cristian3464921@tourket.com,100745,,,,
8825,Ángelayáñez640@marmol.com,100796,37000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",MetLife Chile Seguros de Vida S.A.,Seguro de Interrupción del Viaje
8826,ana3795282@edubus.cal,100814,18000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Reembolso por cancelaciones laborales imprevistas",Seguros Generales Suramericana S.A.,Seguro de Cancelación de Viaje
8827,roques144@tourket.com,,25000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Responsabilidad Civil
8828,roques144@tourket.com,100831,,,,
8829,germán8632454@wass.com,100842,,,,
8830,miguel1675178@marmol.com,,16000,"Evacuación y repatriación sanitaria, Cobertura de medicamentos recetados",,Seguro de Asistencia Médica
8831,Sr.terán806@wass.com,100856,6000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Vida Cámara S.A.,Seguro de Interrupción del Viaje
8832,alveol354@marmol.com,100869,75000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",Confuturo S.A.,Seguro de Cancelación de Viaje
8833,Germánlucio910@marmol.com,100888,,,,
8834,Federicoceballos163@viajesanma.com,100896,64000,"Indemnización por retraso en la entrega de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",MetLife Chile Seguros de Vida S.A.,Seguro de Equipaje y Efectos Personales
8835,marisol6249480@edubus.cal,100903,,,,
8836,marisol6249480@edubus.cal,100912,,,,
8837,marisol6249480@edubus.cal,100913,39000,"Cobertura de penalidades por cambio de vuelo, Cobertura por cancelaciones debido a desastres naturales o disturbios",BICE Vida Compañía de Seguros S.A.,Seguro de Cancelación de Viaje
8838,crdece847@wass.com,100973,,,,
8839,sr.7488745@viajesanma.com,101009,,,,
8840,sr.7488745@viajesanma.com,101016,34000,"Reembolso por cancelaciones laborales imprevistas, Cobertura por cancelaciones debido a desastres naturales o disturbios",Liberty Compañía de Seguros Generales S.A.,Seguro de Cancelación de Viaje
8841,victoria3491746@wass.com,,99000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",MetLife Chile Seguros de Vida S.A.,Seguro de Interrupción del Viaje
8842,Doloresanda353@edubus.cal,101097,,,,
8843,beesbe372@outluc.com,101117,55000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura por pérdida, robo o daño de equipaje",Consorcio Nacional de Seguros Vida S.A.,Seguro de Equipaje y Efectos Personales
9560,sara5948197@tourket.com,119289,,,,
11764,stmatini267@marmol.com,,69000,,Seguros Generales Suramericana S.A.,Seguro por Demoras en el Viaje
8844,maría3179898@edubus.cal,101137,51000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Liberty Compañía de Seguros Generales S.A.,Seguro por Demoras en el Viaje
8845,damebo681@outluc.com,,78000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Reembolso por cancelaciones laborales imprevistas",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Cancelación de Viaje
8846,damebo681@outluc.com,101178,,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",Vida Cámara S.A.,Seguro por Demoras en el Viaje
8847,salvador3819754@marmol.com,101211,,,,
8848,Beatrizcornejo810@viajesanma.com,101255,,,,
8849,Maríahinojosa247@wass.com,101339,52000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Seguros Generales Suramericana S.A.,Seguro de Interrupción del Viaje
8850,Micaelalozada680@tourket.com,101345,,,,
8851,víctor9272516@outluc.com,101348,73000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",Vida Cámara S.A.,Seguro de Responsabilidad Civil
8852,Diegomatos748@edubus.cal,101370,49000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",MetLife Chile Seguros de Vida S.A.,Seguro por Demoras en el Viaje
8853,Jerónimobatista813@edubus.cal,101376,,,,
8854,guillermina8202874@marmol.com,101381,,,,
8855,mahemo184@outluc.com,,,,,
8856,,101466,,,,
8857,clemente6232445@edubus.cal,101470,14000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",Vida Cámara S.A.,Seguro de Interrupción del Viaje
8858,clemente6232445@edubus.cal,101473,35000,,MetLife Chile Seguros de Vida S.A.,Seguro de Responsabilidad Civil
8859,clemente6232445@edubus.cal,101474,73000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",HDI Seguros S.A.,Seguro de Interrupción del Viaje
8860,sr.7623718@marmol.com,,,,,
8861,sr.7623718@marmol.com,101637,63000,"Reembolso por cancelaciones laborales imprevistas, Cobertura por cancelaciones debido a desastres naturales o disturbios",Vida Cámara S.A.,Seguro de Cancelación de Viaje
8862,Juliaarteaga578@edubus.cal,102088,54000,,Confuturo S.A.,
8863,,101688,90000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",Seguros Generales Suramericana S.A.,Seguro de Responsabilidad Civil
8864,,101699,69000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",Consorcio Nacional de Seguros Vida S.A.,Seguro por Demoras en el Viaje
8865,guillermina8202874@marmol.com,101761,10000,"Evacuación y repatriación sanitaria, Cobertura de medicamentos recetados",Vida Cámara S.A.,
8866,Victoriaquiroz406@edubus.cal,101836,,,,
8867,,101837,,"Reembolso por cancelaciones laborales imprevistas, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",Confuturo S.A.,Seguro de Cancelación de Viaje
8868,sr.9705134@edubus.cal,101848,,,,
8869,ocsaso237@outluc.com,101857,16000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Liberty Compañía de Seguros Generales S.A.,Seguro de Interrupción del Viaje
8870,,101898,79000,"Reembolso por cancelaciones laborales imprevistas, Cobertura por cancelaciones debido a desastres naturales o disturbios",MetLife Chile Seguros de Vida S.A.,Seguro de Cancelación de Viaje
8871,maría4964879@edubus.cal,101920,,,,
8872,ana5881595@edubus.cal,102027,60000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",BICE Vida Compañía de Seguros S.A.,Seguro por Demoras en el Viaje
8873,beespe322@outluc.com,102050,,,,
8874,ester2119354@wass.com,102066,,,,
8875,isabela8462689@tourket.com,102074,10000,"Cobertura de medicamentos recetados, Evacuación y repatriación sanitaria",Confuturo S.A.,Seguro de Asistencia Médica
8876,maría8658580@wass.com,,,,Consorcio Nacional de Seguros Vida S.A.,Seguro por Demoras en el Viaje
8877,Bertaleón826@edubus.cal,102139,87000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",Consorcio Nacional de Seguros Vida S.A.,Seguro de Responsabilidad Civil
8878,mapipe691@marmol.com,102146,,,,
8879,mapipe691@marmol.com,102147,,,,
8880,esalmu883@marmol.com,102215,,,,
8881,marcos7824125@viajesanma.com,102263,81000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",Consorcio Nacional de Seguros Vida S.A.,Seguro por Demoras en el Viaje
8882,stcrpuja208@wass.com,102348,,,,
8883,stcrpuja208@wass.com,102354,,,,
8884,silvia7375483@outluc.com,102400,,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura por pérdida, robo o daño de equipaje",MetLife Chile Seguros de Vida S.A.,Seguro de Equipaje y Efectos Personales
8885,Sergiopérez925@marmol.com,102456,,,,
8886,Sta.cardenas262@viajesanma.com,102470,85000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",BICE Vida Compañía de Seguros S.A.,Seguro de Asistencia Médica
8887,gubeca477@outluc.com,102494,45000,"Indemnización por retraso en la entrega de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",MetLife Chile Seguros de Vida S.A.,Seguro de Equipaje y Efectos Personales
8888,,102503,,,,
8889,sta.9588609@viajesanma.com,102507,,,,
8890,juorpe522@marmol.com,102529,,,,
8891,maapde495@wass.com,102581,,,,
8892,Sta.ramón778@viajesanma.com,102610,,,,
8893,Cristiancamarillo609@wass.com,102622,,,,
8894,manuela6920441@marmol.com,,,,,
8895,srsozaja802@viajesanma.com,102659,34000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",Seguros Generales Suramericana S.A.,Seguro por Demoras en el Viaje
8896,Tomásespinal733@wass.com,102683,28000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",,Seguro por Demoras en el Viaje
8897,frvéca656@marmol.com,102757,7000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Reembolso por cancelaciones laborales imprevistas",BICE Vida Compañía de Seguros S.A.,Seguro de Cancelación de Viaje
8898,Sr.archuleta598@edubus.cal,102767,,,,
9673,Sra.iglesias463@viajesanma.com,121675,,,,
9674,Guadalupehernández711@viajesanma.com,121694,,,,
8899,Sr.archuleta598@edubus.cal,102768,55000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",Consorcio Nacional de Seguros Vida S.A.,Seguro de Cancelación de Viaje
8900,Sr.archuleta598@edubus.cal,102774,,,,
8901,mateo688995@wass.com,102831,,,,
8902,dorotea9511864@marmol.com,102846,32000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",,Seguro de Responsabilidad Civil
8903,,102912,54000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Liberty Compañía de Seguros Generales S.A.,Seguro de Interrupción del Viaje
8904,clroma635@tourket.com,102942,42000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",Liberty Compañía de Seguros Generales S.A.,Seguro por Demoras en el Viaje
8905,cldípi187@viajesanma.com,102949,,,,
8906,ricardo6533570@wass.com,102967,54000,"Cobertura de artículos electrónicos bajo ciertos límites, Cobertura por pérdida, robo o daño de equipaje",Consorcio Nacional de Seguros Vida S.A.,Seguro de Equipaje y Efectos Personales
8907,luvajá632@tourket.com,102979,65000,"Cobertura de artículos electrónicos bajo ciertos límites, Indemnización por retraso en la entrega de equipaje",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Equipaje y Efectos Personales
8908,manuela8638832@tourket.com,103033,,,,
8909,leonor9281645@outluc.com,103055,53000,"Cobertura de gastos médicos por enfermedad o accidente, Evacuación y repatriación sanitaria",HDI Seguros S.A.,Seguro de Asistencia Médica
8910,Federicoarreola639@wass.com,103136,,,,
8911,,103161,,,,
8912,sta.2056184@viajesanma.com,103181,38000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",Confuturo S.A.,Seguro por Demoras en el Viaje
8913,Rociojáquez262@outluc.com,103194,98000,"Cobertura por pérdida, robo o daño de equipaje, Indemnización por retraso en la entrega de equipaje",Vida Cámara S.A.,Seguro de Equipaje y Efectos Personales
8914,beesbe372@outluc.com,103207,,,,
8915,srmaluproc444@edubus.cal,103213,70000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",HDI Seguros S.A.,Seguro de Asistencia Médica
8916,esperanza4652905@viajesanma.com,103241,,,,
8917,stgogamo185@wass.com,103285,,,,
8918,emilio6169968@wass.com,103306,,,,
8919,miáncame917@marmol.com,103349,,,,
8920,sr.2274570@tourket.com,103420,,,,
8921,guadmo783@marmol.com,103422,53000,"Cobertura de gastos médicos por enfermedad o accidente, Evacuación y repatriación sanitaria",Consorcio Nacional de Seguros Vida S.A.,Seguro de Asistencia Médica
8922,jerónimo699133@viajesanma.com,103559,,,,
8923,jerónimo699133@viajesanma.com,103563,22000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",HDI Seguros S.A.,Seguro de Interrupción del Viaje
8924,sergio2610819@marmol.com,103613,66000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",HDI Seguros S.A.,Seguro de Interrupción del Viaje
8925,sergio2610819@marmol.com,103615,,,,
8926,mariana3010734@outluc.com,103641,17000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Cancelación de Viaje
8927,mariana3010734@outluc.com,103642,64000,"Cobertura de medicamentos recetados, Hospitalización y cirugías de emergencia",Liberty Compañía de Seguros Generales S.A.,Seguro de Asistencia Médica
8928,mariana3010734@outluc.com,103646,,,,
8929,,103656,61000,"Cobertura por pérdida, robo o daño de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",MetLife Chile Seguros de Vida S.A.,Seguro de Equipaje y Efectos Personales
8930,francisco5086593@viajesanma.com,103657,28000,"Asistencia para reemplazo de documentos de viaje perdidos, Indemnización por retraso en la entrega de equipaje",Consorcio Nacional de Seguros Vida S.A.,Seguro de Equipaje y Efectos Personales
8931,ocsaso237@outluc.com,103665,,,,
8932,Sr.alva715@wass.com,103676,44000,"Reembolso por cancelaciones laborales imprevistas, Cobertura por cancelaciones debido a desastres naturales o disturbios",Liberty Compañía de Seguros Generales S.A.,Seguro de Cancelación de Viaje
8933,Sr.báez535@outluc.com,103686,,,,
8934,Sr.báez535@outluc.com,103689,,,,
8935,Sr.báez535@outluc.com,103692,53000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",Confuturo S.A.,Seguro de Responsabilidad Civil
8936,césar5785913@edubus.cal,103701,,,,
8937,agustín5330113@tourket.com,103733,,,,
8938,Evamaya649@edubus.cal,103751,,,,
8939,benito2406406@wass.com,103767,93000,"Evacuación y repatriación sanitaria, Cobertura de medicamentos recetados",Seguros Generales Suramericana S.A.,Seguro de Asistencia Médica
8940,Alejandrodelgado963@tourket.com,103805,31000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",Renta Nacional Compañía de Seguros Generales S.A.,Seguro por Demoras en el Viaje
8941,Alejandrodelgado963@tourket.com,103806,,,,
8942,Alejandrodelgado963@tourket.com,103809,80000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro por Demoras en el Viaje
8943,Alejandrodelgado963@tourket.com,103811,,,,
8944,Eduardoagosto919@marmol.com,,,"Cobertura por pérdida, robo o daño de equipaje, Indemnización por retraso en la entrega de equipaje",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Equipaje y Efectos Personales
8945,stmórule909@viajesanma.com,103849,,,,
8946,stmórule909@viajesanma.com,103854,,,,
8947,raacsa929@edubus.cal,,21000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",Seguros Generales Suramericana S.A.,Seguro por Demoras en el Viaje
8948,dolores3172561@tourket.com,,,,,
8949,iscagu257@outluc.com,103960,54000,,Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Asistencia Médica
8950,iscagu257@outluc.com,103961,31000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura por pérdida, robo o daño de equipaje",Seguros Generales Suramericana S.A.,Seguro de Equipaje y Efectos Personales
8999,srevarpe687@tourket.com,105199,42000,"Evacuación y repatriación sanitaria, Cobertura de medicamentos recetados",Consorcio Nacional de Seguros Vida S.A.,Seguro de Asistencia Médica
8951,clesja490@marmol.com,103964,77000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura de artículos electrónicos bajo ciertos límites",Seguros Generales Suramericana S.A.,Seguro de Equipaje y Efectos Personales
8952,sra.1334886@marmol.com,103983,,,,
8953,sra.1334886@marmol.com,103984,,,,
8954,srlerepr997@tourket.com,104036,,,,
8955,srlerepr997@tourket.com,104047,,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",HDI Seguros S.A.,Seguro por Demoras en el Viaje
