nombre,correo,contrasena,username,telefono_contacto,run,puntos,jornada,isapre,contrato,dv
José Luis Cisneros Briones,jolucibr803@viajes.cl,yZOlh34iLF5,Josébriones358,+56 9 4003 8708,,,Nocturno,Fonasa,Part time,
Gerardo Rael Valencia,gerardo4995610@tourket.com,w2QCuTmBKY,gerardo5331471,+56 9 0595 3033,8700616,12862,,,,6
Barbara Menéndez Rendón,Barbararendón891@outluc.com,xV4dTwYpZ,barbara2380742,,24819939,13245,,,,3
Benjamín Heredia Frías,benjamín5792277@viajesanma.com,X0d8y1igMI,benjamín4005253,+56 2 5831 1024,-25273335,4106,,,,3
Rodrigo Solís Angulo,Rodrigoangulo949@viajes.cl,r9ruWdDZd,Rodrigoangulo289,+56 9 9388 0774,16293492,,Diurno,Consalud,Full time,9
Sra. Guadalupe Garica Rocha,,LGqZvsdo26G9Ddpy,srgugaro202,+56 9 7052 7539,16622639,,Nocturno,Más vida,Full time,2
Arturo Valdés Salas,Arturosalas423@viajes.cl,snR1fbyz7,arturo6282586,+56 2 6735 8055,11847565,,Diurno,Fonasa,Full time,8
Eva Ybarra Cavazos,eva1467543@edubus.cal,e1BBrWnhG1tQE9b,Evacavazos279,+56 2 7333 0345,22208470,16277,,,,9
Catalina Tijerina Hidalgo,Catalinahidalgo347@wass.com,,catihi714,+56 2 6147 8169,8853685,4510,,,,1
Luisa Cisneros Candelaria,luisa6260852@viajes.cl,cqtpMK4QW,lucica625,+56 9 8621 8548,29384164,,Diurno,Más vida,Part time,0
Marcos Tello Limón,marcos9487992@viajes.cl,,Marcoslimón975,+56 2 7503 8540,18402481,,Diurno,Colmena,Part time,0
Andrea Maya Griego,Andreagriego524@viajes.cl,NXtIy5pX3Cnaj,anmagr588,+56 2 1256 3061,25119189,,Diurno,Consalud,Full time,1
María Soledad Carrero Terrazas,Maríaterrazas833@marmol.com,iZnF12zxlOUhQU,Maríaterrazas286,+56 2 3978 6317,5911459,0,,,,K
Sta. Armando Jiménez Carrasco,starjica949@outluc.com,5XUGQWo0CS0PTMuz,Sta.carrasco102,+56 2 9646 1920,7421115,9299,,,,1
Isabela Jimínez Aguilera,Isabelaaguilera818@edubus.cal,1Irs9nN03uRQwq,,+56 2 8672 1018,3284369,782,,,,7
Sta. Olivia Ortega Páez,stolorpá727@edubus.cal,z2zb2hQCcH,Sta.páez878,+56 9 2305 4781,580113,2296,,,,3
Josefina Tórrez Barela,Josefinabarela759@wass.com,ZXqgiEJMy0e,jotóba652,+56 2 7681 8397,7824479,0,,,,8
Cristian Curiel Montero,Cristianmontero800@edubus.cal,XOZdTs1NIc7OE,crcumo194,+56 2 3494 1130,19655348,31369,,,,7
Lourdes Montemayor Bermúdez,Lourdesbermúdez148@viajes.cl,qm43DldnMVOyqwe,lourdes844579,+56 9 3804 6847,23589532,,Nocturno,Fonasa,,3
Gregorio Casanova Berríos,Gregorioberríos795@viajes.cl,HYKZp635LEQAtgIh,grcabe143,+56 2 3822 7092,1821345,,,Más vida,Part time,1
Pedro Barreto Contreras,Pedrocontreras666@outluc.com,Ux2NURnkTm,pebaco200,+56 9 9020 6015,5417109,1993,,,,9
Guillermo Lucero Urbina,guluur621@wass.com,Ohuu63VLmxsOt,guillermo7169123,+56 2 2953 5398,20610491,11989,,,,0
Víctor Arce Montes,víarmo472@tourket.com,c43C85uKbQvVAC9R,Víctormontes249,+56 2 8976 6862,22656363,3464,,,,6
Felipe Valdez Arce,felipe5223170@outluc.com,,Felipearce232,,2757147,,,,,6
Sra. Ramón Soliz Almanza,Sra.almanza558@edubus.cal,Acze50w9,srrasoal559,+56 2 8987 7472,15610008,1476,,,,0
Jorge Cordero Tapia,jocota452@wass.com,JzFtw3UFMV1,jocota772,+56 9 6231 1246,14741148,3522,,,,0
Reina Anguiano Gutiérrez,Reinagutiérrez890@marmol.com,IkpN8uaN4UlGw,reina3711799,+56 2 6944 8515,22838915,13681,,,,3
Ernesto Lugo Cuellar,Ernestocuellar832@edubus.cal,aGcy9WY5,Ernestocuellar454,+56 2 5080 2137,,1560,,,,
Berta Adame González,beadgo733@wass.com,VnxMaqD8,berta8193876,+56 9 3295 5629,3456535,0,,,,K
Patricia Rubio Portillo,,DvFHJdK0TJL4Xr,Patriciaportillo417,+56 9 9630 4335,-13668532,7460,,,,5
Jorge Luis Collazo Matías,jolucoma649@tourket.com,WJbfoP4AULShhhr,jolucoma442,+56 9 5177 5980,28722592,3172,,,,K
María Espinosa Suárez,Maríasuárez665@marmol.com,P28AP5luy,maessu323,,17479035,0,,,,3
Alejandro Narváez Aguirre,alnaag761@marmol.com,th099Kw8B7B5i3K,alnaag935,+56 9 2710 9863,23455124,12345,,,,8
Marilu Cadena Armenta,Mariluarmenta694@viajes.cl,,marilu8944123,+56 9 3736 2586,3936731,,Diurno,Banmédica,Full time,9
Sr. Yolanda Oquendo Camacho,sryooqca978@viajes.cl,lL8XGZvQ8np,sr.8071860,+56 9 8615 7286,24929785,,Nocturno,Fonasa,,2
Elena Águilar Casillas,elágca283@viajes.cl,pwzAz6Q57keE,elágca109,+56 2 7057 0869,15906713,,Nocturno,Consalud,Full time,0
Alfredo Chapa Arias,Alfredoarias876@edubus.cal,TIi2K7JqSBK,Alfredoarias478,+56 9 3963 4252,4334959,0,,,,7
Antonio Lemus Holguín,antonio2796235@tourket.com,Jrro4X8XKQiU,anleho684,+56 2 9940 3808,10329230,9780,,,,1
Sta. Manuel Ramos Jimínez,stmaraji901@marmol.com,AWe5s3W1uC,sta.2784600,+56 9 6124 0584,9524692,12744,,,,3
María Eugenia Fierro Hernández,maeufihe664@tourket.com,yc23yqHX,Maríahernández923,+56 2 2330 7174,12465992,15094,,,,2
Mariano Muro Escobar,mamues248@edubus.cal,PlCVc8CGfmjJAF,mamues635,+56 9 0952 7413,5653702,1197,,,,3
Juan Carlos Henríquez Cerda,jucahece652@tourket.com,D1HCVMZw,,+56 9 9144 2917,1983362,-3577,,,,3
Nicolás Pizarro Medina,nicolás1325378@edubus.cal,VNzuZQf3N,nicolás3921441,+56 9 7485 0568,2880689,0,,,,2
Micaela Villanueva Salcido,micaela7947790@edubus.cal,uAEnA0Gp9,,+56 9 2045 6830,,4936,,,,
Elsa Godoy Tórrez,elsa5735817@viajes.cl,Il1LcyczTe,Elsatórrez111,+56 9 3852 7016,16921067,,Nocturno,,Part time,5
Sr. Guadalupe Lovato Portillo,sr.3373404@viajes.cl,cFr3oayF4,sr.9657674,+56 2 1811 6417,18894090,,Diurno,Consalud,Full time,0
Sta. Federico Lovato Gutiérrez,sta.4045954@edubus.cal,AaqDB86JH4pe,Sta.gutiérrez224,,27403872,15499,,,,1
Sta. Dorotea Carranza Salazar,Sta.salazar371@viajesanma.com,fo0Wi3sciCRvZc,Sta.salazar660,+56 9 8209 9256,,0,,,,
Lola Nazario Malave,lola5393671@viajesanma.com,8sRCzX133dYgnTxZ,lonama137,+56 9 2814 7690,2928374,-16928,,,,5
Dorotea Vanegas Alba,Doroteaalba822@marmol.com,3lVX2qCYWa,Doroteaalba897,,7219431,9042,,,,4
Elvira Valladares Melgar,elvame829@viajes.cl,dQ12vS16Q6,Elviramelgar939,+56 2 8643 4904,,,Diurno,Fonasa,Full time,
Alfonso Armenta Barajas,Alfonsobarajas890@viajes.cl,sSmK3HAgCI,alfonso5517552,+56 9 2126 9519,,,Nocturno,Más vida,Part time,
Marilu Ramírez Carrillo,marilu3148893@edubus.cal,FHs32lrA,marilu4044690,+56 2 7382 3934,19003449,13197,,,,6
Ramón Acosta Santacruz,raacsa929@edubus.cal,5UniIt4I5Ynjf,ramón8646352,+56 9 9742 5439,11377559,6924,,,,9
Conchita Macías Molina,conchita9423845@viajesanma.com,xi8UET9L0,conchita7007101,+56 9 9134 9304,,4180,,,,
Jacobo Guzmán Coronado,jacobo4487803@edubus.cal,com1UAXZ8D7,Jacobocoronado649,+56 9 0290 7732,18143748,6587,,,,0
Elena Salinas Aranda,elena8598930@wass.com,,Elenaaranda782,+56 9 7293 5155,21095619,835,,,,0
Adán Figueroa Paredes,adán7537451@wass.com,lc4apGbX8uMyfaIZ,adán4101866,+56 2 8800 3551,10148757,0,,,,1
María Quintana Razo,maqura244@tourket.com,bJk1VzbWNhc0BL9r,,+56 2 5433 1528,28498671,1638,,,,7
Jacobo Rosado Domínguez,jarodo529@viajes.cl,R9mEI8s19UPNA,jarodo795,+56 2 2120 2847,-7508193,,Diurno,Fonasa,Full time,6
Sra. Gonzalo Garica Ureña,srgogaur310@viajesanma.com,zyZC4Q6h6pnM9D,Sra.ureña983,+56 9 6220 7819,21553399,5586,,,,9
Rodrigo Martínez Palomino,rodrigo3395108@outluc.com,TU3I2p4FLNca19,,+56 2 8563 5148,25351250,340,,,,4
Enrique Molina Rivas,Enriquerivas542@outluc.com,IEHA8ywyv18vOU,enmori157,+56 9 6127 0469,26987975,2640,,,,0
Ana Luisa Bonilla Bustamante,Anabustamante611@edubus.cal,xD77eizLhd8Nyei,ana1166305,+56 9 9402 1935,-7378473,0,,,,5
Carmen Villarreal Ojeda,carmen8365423@viajes.cl,1UwNqtll5,Carmenojeda287,+56 2 0597 4472,20323413,,Nocturno,Consalud,Full time,9
Rebeca Adame Manzanares,readma267@viajes.cl,QbWJeL8d3wG0K,rebeca3064414,+56 9 5813 2529,-942192,,Nocturno,Más vida,Full time,0
Sr. Germán Becerra Grijalva,srgebegr871@viajes.cl,NYR8rdrFlD,Sr.grijalva776,+56 2 2741 1831,6565277,,Diurno,Fonasa,Full time,3
Marta Muñiz Arellano,marta6290290@viajes.cl,aurBNmUqn8fIyl,mamuar772,+56 9 1230 4266,,,Diurno,Fonasa,,
Ana María Garrido Linares,Analinares648@viajesanma.com,vhZl8rGZVyQ,Analinares547,+56 9 0360 7964,9576947,0,,,,0
Barbara Ávila Carrero,barbara9329961@viajesanma.com,ON7h6Z7NqCByimA,barbara2155784,+56 2 7757 1019,27236210,0,,,,6
Rosa Ulloa Casanova,rosa1982379@viajes.cl,yPtRgSF9Cu,Rosacasanova303,,14735798,,Nocturno,Colmena,Part time,2
José Noriega Vaca,josé9740197@viajesanma.com,8vA2aThkMIh1SXVw,jonova492,+56 2 3035 9627,7530606,33091,,,,7
Marisol Carmona Rentería,marisol888147@outluc.com,TlB0MYbPw,marisol8423919,+56 9 0238 2621,,8699,,,,
Lorenzo Escobar Alarcón,lorenzo9604784@edubus.cal,jQcGav5xrQ,loesal280,+56 9 6230 0963,27571839,,,,,4
Sr. Margarita Lozada Soliz,srmaloso774@edubus.cal,,sr.6272419,+56 2 0204 6390,18809556,1833,,,,9
Sra. Mayte Jaime Orellana,Sra.orellana543@tourket.com,SYo4bs7M,Sra.orellana900,,,-15011,,,,
Raúl Canales Rosario,raúl4926713@wass.com,kFRHbjxYz4zM,Raúlrosario289,+56 2 0778 0914,15905393,7157,,,,8
Esteban Peres Cepeda,Estebancepeda983@outluc.com,isfyk6jL,espece209,+56 2 2530 0127,22253017,27973,,,,2
Óscar Gurule Urbina,Óscarurbina844@edubus.cal,wkM69wXk6SO8,ósguur301,+56 9 5255 4523,21738211,5535,,,,4
Juan Carlos Salcido Magaña,juan6816903@outluc.com,RaZ9f5VQMHw,jucasama234,+56 2 4535 3510,,0,,,,
Maricarmen Rosas Ureña,Maricarmenureña655@outluc.com,C3O8tI28RFBG,Maricarmenureña652,+56 2 9944 7154,1055556,0,,,,6
Eloisa Caldera Varela,elcava350@viajesanma.com,mHs0Tz23FFTje4r,elcava527,+56 9 4690 8825,14334313,,,,,8
Mario Pizarro Monroy,mario640726@viajes.cl,a0dg2ZCsp,mario1341739,+56 2 6896 1334,22826645,,Nocturno,Fonasa,Part time,0
Carla Padilla Solano,carla8513259@viajes.cl,XMU84XVsHOoxOqA,Carlasolano680,+56 2 0147 1003,-22645428,,Diurno,Fonasa,Full time,4
Sr. Inés Mojica Cantú,srinmoca501@viajesanma.com,4rXY2eND,sr.6338772,,9357647,18282,,,,0
Sta. Gerardo Adorno Escalante,Sta.escalante131@tourket.com,gWreKkfl4,stgeades145,+56 9 6642 7927,22971870,0,,,,3
Sra. José Viera Montalvo,sra.2643411@wass.com,iz42g99S,,+56 2 1718 0959,12745497,0,,,,3
Silvia Madrid Ontiveros,Silviaontiveros200@wass.com,oQ413HgcL,simaon190,+56 9 9380 2834,23096503,2652,,,,K
Beatriz Lemus Rincón,beatriz1427156@viajesanma.com,dH4CTLuxsb9,beatriz9026118,,-9312871,5551,,,,0
Leonor Abreu Covarrubias,Leonorcovarrubias580@wass.com,WzDfZTIZ9ffRF4,Leonorcovarrubias679,+56 2 8893 0432,1604010,4498,,,,K
Jorge Yáñez Cerda,jorge7502733@wass.com,qYF47QUynq801Ya,jorge4194795,+56 2 8532 2787,3159280,13998,,,,1
Laura Zepeda Guillen,Lauraguillen164@viajes.cl,ttWe24d7BMYL3B,Lauraguillen316,+56 9 4195 3331,12250385,,Diurno,Consalud,Part time,2
Marcos Amador Burgos,marcos5099597@tourket.com,EmPy1qnQINh,maambu694,+56 2 5555 8986,-13746878,0,,,,6
Joaquín Gil Guillen,joaquín8251348@viajes.cl,66JkwfYXOGL3,joaquín1024845,+56 9 6247 2652,27473502,,Diurno,Consalud,Part time,3
Bernardo Oquendo Arevalo,beoqar793@viajesanma.com,fSIWq1qr,Bernardoarevalo781,+56 9 0283 9295,,242,,,,
Sra. Dolores Orta Porras,srdoorpo416@edubus.cal,iSsM41eA3jYDy9UN,sra.6065554,+56 2 1335 1929,11744511,9469,,,,9
Cristian Ceja Girón,cristian3464921@tourket.com,XVpXKS7oyf,cristian3466571,+56 9 7213 0723,12786042,-11770,,,,4
Benjamín Marín Feliciano,bemafe125@viajesanma.com,leVH0WTq25,,+56 9 7493 6387,7516708,5503,,,,3
Luz Lozano Cotto,Luzcotto873@viajes.cl,b3JEP7OeheCJPV,luloco747,+56 9 8841 8224,,,Diurno,Consalud,,
Catalina Vaca Rangel,Catalinarangel296@wass.com,XtSuTCJ6,cavara301,+56 2 5929 4618,24965503,9076,,,,1
Débora Carvajal Quintero,Déboraquintero145@edubus.cal,qn9qJVyUFxFLin,débora6008985,+56 9 1067 7271,4543614,7333,,,,4
Pablo Palomino Téllez,,JllECipwYYg4w,Pablotéllez201,+56 2 7326 4848,25630780,1466,,,,4
Eloisa Casárez Valle,eloisa5952422@outluc.com,anL4xb2xEqA,elcava846,,21899496,15627,,,,2
Francisco Ocasio Rascón,frocra319@outluc.com,,francisco9300940,+56 9 8628 1442,16227222,1320,,,,5
Gabriela Cervántez Miramontes,Gabrielamiramontes882@edubus.cal,v7qFTG3w,Gabrielamiramontes536,+56 9 9862 6343,18657873,7749,,,,2
Guillermina Riojas Lovato,Guillerminalovato717@outluc.com,dzR0JzH0bSUYCc1V,guillermina9779651,+56 9 1258 0294,12876630,6886,,,,8
Vicente Valencia Vanegas,,EyjIpI1IEgoCXC,Vicentevanegas615,+56 2 6812 1497,9344278,,Diurno,Consalud,Full time,4
Sta. Mónica Abeyta Estrada,sta.3807366@outluc.com,vR8g4gUj,Sta.estrada225,+56 2 6921 4699,-3470364,,,,,7
Gregorio Gracia Vallejo,Gregoriovallejo806@tourket.com,8vA2YBGWZlshS,Gregoriovallejo313,+56 2 7833 6736,1580469,0,,,,6
Sr. Verónica Mora Curiel,Sr.curiel953@viajesanma.com,L538ipcKPDyCp,Sr.curiel361,+56 9 8707 3564,21404295,12380,,,,9
,soledad8677339@viajesanma.com,Hw5mp5Ayo,Soledadholguín501,,21351926,0,,,,3
Daniela Rivero Guajardo,daniela4323343@viajes.cl,NZ2Tmi2eBkw0lkn,darigu592,+56 9 6251 7231,23842612,,Diurno,Consalud,,K
Sta. Teodoro Figueroa Valdez,sta.3082939@viajes.cl,Z3AkbLwZ7vm,Sta.valdez596,+56 2 6408 3526,23724186,,Diurno,Colmena,Part time,K
María Cristina Valentín Collado,Maríacollado899@viajes.cl,lfCYuPt1El,,+56 2 1004 6818,12964592,,Diurno,Más vida,Full time,K
Sra. Armando Solorio Nájera,,UNr61rYI,Sra.nájera366,+56 9 2343 6162,29082088,10765,,,,K
Sra. Elena Abrego Ornelas,srelabor385@viajes.cl,bUvHswgpR05YQ,Sra.ornelas125,+56 2 9146 2188,29813104,,Diurno,Consalud,Part time,8
,maría5692273@viajes.cl,bmjCHP6x1anVP,macresmo441,+56 9 5481 0316,9876580,,Nocturno,Más vida,Full time,8
Dolores Verdugo Sáenz,Doloressáenz211@wass.com,1HPH4lblVzAz,Doloressáenz814,+56 2 8387 3883,,7661,,,,
Jerónimo Barragán Reséndez,jerónimo5779296@viajes.cl,DL9Tlj3K4U9aJIwx,jebare974,+56 9 5238 1110,20454362,,Diurno,Banmédica,Full time,3
Blanca Vaca Garica,Blancagarica831@viajes.cl,aELrQsk56GQSvH8V,blvaga245,+56 2 0331 0947,11122257,,Diurno,Consalud,Full time,6
María José Rosado Tejada,maría6585863@tourket.com,SYoSYWf48nago3,Maríatejada120,+56 9 4958 1329,6804406,8338,,,,5
Ángela Delatorre Rico,ánderi277@edubus.cal,iVG9U7dE,ánderi718,+56 9 1143 1530,24420362,0,,,,0
Berta Raya Lerma,,4BkG1De7CyfM,Bertalerma350,+56 9 7847 4490,26657500,,Nocturno,Consalud,Part time,9
Manuel Calderón Mena,manuel3180105@tourket.com,4Kzv0NhF,macame353,+56 2 3893 2560,5700269,0,,,,7
Amalia Lucio Arroyo,amluar570@viajesanma.com,ls9FL3RpK,amluar297,+56 9 3972 4550,14205036,208,,,,6
María Eugenia Quintero Montes,Maríamontes830@outluc.com,3QcT1G0NRK,,+56 2 6224 1323,26361482,4500,,,,8
Lucia Pichardo Rivero,Luciarivero741@tourket.com,1TMkRrSkx,lucia3083826,+56 9 5476 6727,13811443,0,,,,0
Barbara Montoya Deleón,Barbaradeleón849@viajesanma.com,Mx540Ay5L2,Barbaradeleón658,+56 9 5150 8039,16534952,0,,,,0
Gabriel Roque Ordóñez,garoor538@outluc.com,CJpAg47XBAIIy,gabriel8570404,+56 9 3361 7279,2096981,0,,,,4
Horacio Mireles Serna,,gQJvIFz7,horacio6063766,+56 9 6968 7520,8378835,10859,,,,6
Alberto Botello Ybarra,,1pMj2qjoLruiWOx2,Albertoybarra333,,,0,,,,
Juan Carlos Rolón Ornelas,juan1549170@outluc.com,O8cnGSDhHk,jucaroor441,+56 9 9899 6776,5948530,-484,,,,K
Jerónimo Saldaña Olivas,jesaol966@edubus.cal,,Jerónimoolivas445,+56 2 8495 9217,15229765,0,,,,3
Norma Carranza Jáquez,nocajá957@viajesanma.com,G5K516oRrz,Normajáquez549,+56 2 8215 4275,9601645,0,,,,K
Enrique Carranza Valentín,enrique1940689@tourket.com,MwRq7Ql65,enrique2355646,+56 9 8549 5906,27492963,6498,,,,4
José Díaz Cervántez,josé7880619@viajes.cl,,Josécervántez646,+56 2 1385 1272,14890392,,Nocturno,Consalud,Full time,1
Sr. Luz Jurado Delgadillo,Sr.delgadillo505@marmol.com,bGYfh2NjS,,+56 9 5845 4848,25355065,4312,,,,1
Gonzalo Almanza Cervántez,Gonzalocervántez728@viajes.cl,uZYvr9e2LqqABkEs,goalce786,+56 2 6103 1785,13516574,,Diurno,Fonasa,Part time,3
Lola Luevano Palomo,Lolapalomo378@edubus.cal,,lola3859539,+56 9 9363 5724,15010326,7299,,,,6
,Maríavergara975@viajes.cl,0DCJpDgbf2,maría2833486,+56 2 8199 2580,17964319,,Diurno,,Part time,7
Sta. Armando Madrid Alicea,Sta.alicea235@edubus.cal,N9cT5nHMs0Lgd0r2,sta.7581909,+56 2 4082 8240,22761104,,,,,9
Susana Cervántez Rosado,,KPWYr3SfpKr,susana898698,+56 2 1451 6215,29417746,14104,,,,9
Rafael Juárez Sauceda,rafael4030256@viajes.cl,O49gX3HtN,Rafaelsauceda911,+56 2 4506 0840,6409915,,Nocturno,,Part time,9
Dorotea Romero Pichardo,doropi546@tourket.com,V1ZJDFWklYZH6Jr,Doroteapichardo651,+56 9 2222 2324,16894806,-18266,,,,9
Sra. Silvia García Granado,srsigagr821@viajes.cl,vLsdqIFB5b98,srsigagr771,+56 2 0109 3587,9704840,,Nocturno,Banmédica,Full time,1
Laura Lucio Zambrano,,HXqg3cLHO61fsvAd,laluza907,+56 2 2515 3774,16485629,,Diurno,Colmena,Full time,1
Ignacio Gurule Serrato,igguse283@edubus.cal,Yr1WxmzpN4k,ignacio8778236,+56 2 5011 2356,5126137,2142,,,,2
Ramiro Anaya Bustamante,raanbu104@tourket.com,69flppeMvnGjXGu,ramiro8615475,+56 9 3942 1713,5809950,24259,,,,3
Reina Palacios Terrazas,reina1811965@edubus.cal,E7eEo4486mw0GlSM,repate132,+56 2 3785 4647,2431451,0,,,,0
Pilar Uribe Rodarte,Pilarrodarte968@tourket.com,XLVx1K1M,pilar7681650,+56 2 1418 0579,26240750,25256,,,,0
Benito Burgos Rivera,Benitorivera191@outluc.com,tWR1gEnMYZycDfby,Benitorivera474,+56 2 3775 3706,15502910,17722,,,,2
Santiago Madrid Cornejo,Santiagocornejo308@viajes.cl,9jG0yF2qXfq1h0,santiago2507888,+56 9 0829 2278,,,Nocturno,Más vida,Part time,
Rafael Tapia Salas,rafael4800507@tourket.com,PLfaQjYXQ3,rafael5602518,+56 9 3586 1884,-1495974,810,,,,2
Elvira Quiñones Jaimes,Elvirajaimes547@viajes.cl,LBi2MBO4,Elvirajaimes881,+56 9 1608 1443,-13608001,,Nocturno,Más vida,Full time,6
Luis Robles Rodarte,luroro823@edubus.cal,qcDE4P45EhZ9t9,luroro545,+56 9 0781 6076,13048746,10230,,,,7
Isabel Saiz Treviño,,6GgbRs6Rqd1o,issatr266,+56 9 6528 4695,17584669,6566,,,,7
Andrés Portillo Colón,andrés5243872@wass.com,,andrés5311221,+56 2 0578 0150,17899953,6920,,,,2
Daniel Arreola Páez,Danielpáez646@viajes.cl,80gd5NdvpGHHqI5W,daarpá566,+56 2 0471 5387,16923113,,Diurno,Colmena,Part time,3
Isabel Rodríquez Vergara,Isabelvergara485@edubus.cal,uTEZM45i,isrove613,+56 9 3447 6311,7249234,,,,,K
Emilia Noriega Gaytán,,bBWOQPwW4j9aptqU,Emiliagaytán197,+56 9 4318 0316,22064224,349,,,,0
Ignacio Madrigal Delagarza,Ignaciodelagarza986@edubus.cal,kv2ZxwUO1OS5BM,ignacio8019641,+56 2 5465 0631,-14008421,6696,,,,2
Emilia Gastélum Serna,emilia2937462@wass.com,uuBHY1Ul,emilia5485117,+56 2 1648 3772,18711184,0,,,,6
Cristobal Molina Marroquín,cristobal758674@marmol.com,1sYApbC76oR,crmoma201,+56 9 1926 0954,25023744,-2468,,,,8
Juana Banda Carrasco,Juanacarrasco840@edubus.cal,fURG8yHu9aeB,jubaca752,,7228289,10443,,,,2
Miguel Fernández Aranda,miguel7149668@outluc.com,aAqoHzI7lt,Miguelaranda596,+56 9 0496 4313,18355837,15442,,,,4
Julia Lerma Benavídez,julia3362510@viajesanma.com,,julia1361287,+56 2 0060 9338,24799746,,,,,6
Josefina Rincón Pichardo,Josefinapichardo787@viajes.cl,,josefina2618828,+56 9 4881 6577,16082075,,Nocturno,Fonasa,Full time,6
Jaime Menéndez Riojas,jaime102569@tourket.com,QTguOoGT3,jaime9905847,+56 2 9492 8425,13444546,4208,,,,7
Florencia Águilar Castillo,florencia8540226@wass.com,jtoZGRzB9fwo,Florenciacastillo920,+56 9 3717 4485,22500413,8569,,,,7
Benjamín Barrera Baca,bebaba244@marmol.com,WSLrFb4atmHifbMB,benjamín8488855,+56 9 6899 1969,26535603,8425,,,,6
Mónica Pelayo Rodrígez,mónica938945@viajes.cl,lZ86d65QS,Mónicarodrígez975,+56 2 2987 2336,654406,,Nocturno,Banmédica,Full time,1
Elisa Cuellar Ulloa,elisa8765548@wass.com,LZBuQJwjNAOt6,elisa6206861,+56 2 9650 6297,21992265,17404,,,,5
Ernesto Corona Carreón,ernesto4778520@edubus.cal,2DMPRGP4tdr4hY,,+56 2 0952 4544,14143039,27407,,,,4
Sr. Pablo Cardenas Navarro,sr.9551326@wass.com,87bJaXbzrPvB958p,Sr.navarro800,+56 9 2161 6304,28498282,9984,,,,7
Juan Briones Negrete,jubrne126@outluc.com,3QzgfF8puQKUuHWC,juan6129528,+56 9 7042 9541,8330850,33292,,,,8
Benito Vásquez Naranjo,Benitonaranjo830@marmol.com,90zFa25VEJ,benito9805434,,-21502090,-13285,,,,8
Amalia Elizondo Maldonado,amalia6856685@tourket.com,Gm3RZLg96TY,amalia8222823,+56 9 0145 5461,1010681,5659,,,,8
Sta. Julio César Castillo Marín,Sta.marín335@edubus.cal,,sta.8977428,+56 9 8197 4514,,6225,,,,
Sra. Raquel Carmona Escamilla,Sra.escamilla941@tourket.com,9jZtidLpdgC6S,sra.939697,+56 9 7345 7906,24611123,16711,,,,5
Mayte Morales Villalobos,mamovi842@edubus.cal,bmklGJmjP6,mamovi277,+56 9 3818 7428,12982195,0,,,,7
Elena Coronado Enríquez,elena7103571@viajes.cl,FxLLywk1XN,elcoen164,+56 9 9790 0507,19374032,,Nocturno,Más vida,Part time,4
Horacio Alba Rael,Horaciorael599@viajes.cl,3g47h1TLJ8AvhdH5,horacio9741420,+56 9 9006 7960,,,Diurno,Fonasa,Part time,
,,8QeGEwzW8,,+56 9 8862 2807,27441529,7208,,,,0
Gonzalo Treviño Cervantes,,0zwrzDJw3wllD,Gonzalocervantes866,+56 2 1786 5272,27697650,6900,,,,8
,ramona4051791@outluc.com,qi1lZkvzJgUUHr,ramona5600437,+56 2 4495 7246,25493510,3785,,,,7
Carmen Padrón Trejo,capatr613@outluc.com,j2LW0ohTb29UGYMq,Carmentrejo287,+56 9 7267 4857,11077560,4934,,,,1
Miguel Guajardo Flores,migufl274@edubus.cal,2N1xuprBy2z7X,migufl950,+56 9 9521 4644,6420483,3604,,,,1
Gilberto Regalado Loera,girelo892@viajesanma.com,0RgcFn37,girelo964,+56 9 8389 6297,23126839,22749,,,,1
Pablo Ojeda Casares,paojca334@tourket.com,nvOPZ6isAAKP,pablo7190346,+56 9 0573 2522,18369495,5870,,,,2
Isabela Merino Velázquez,,42r11EVH,Isabelavelázquez918,+56 2 4634 9752,24630729,4413,,,,6
Rocio Juárez Olivárez,Rocioolivárez722@marmol.com,,Rocioolivárez502,+56 9 0091 9801,2634707,13099,,,,6
Leonor Lucero Vega,leonor1969172@tourket.com,kgktF0Zd4oiBJCX,leluve794,+56 9 3393 0966,-19453990,0,,,,8
Gilberto Urrutia Nava,giurna570@edubus.cal,OdQw5Max6BJ,gilberto1896664,+56 2 5460 1935,1503479,9873,,,,3
Catalina Perales Trujillo,Catalinatrujillo686@marmol.com,e9GVEphNHT7y5mO,capetr369,,16388491,128,,,,7
Ramón Zepeda Salas,,78d0J1cOt4Yo,razesa320,+56 2 6340 8425,18182494,1488,,,,8
Carmen Varela Sanches,Carmensanches483@wass.com,H2SgNp2VCBDTw,,+56 9 8832 5990,29167268,0,,,,K
Marcos Soliz Toro,Marcostoro507@edubus.cal,zI23H1CRI17S5,Marcostoro674,+56 9 1177 9905,,0,,,,
Claudio Cortés Arreola,claudio4473225@marmol.com,j5XI71w2cNmt,Claudioarreola246,+56 2 9791 5768,18131049,,,,,9
Emilio Mendoza Farías,Emiliofarías492@viajes.cl,DrV974ihgUHZB,emilio8737215,+56 9 1284 1154,,,Nocturno,Consalud,Full time,
Claudio Espinal Marroquín,claudio6619751@viajes.cl,4V3gMWRznOl,clesma818,+56 2 1427 4649,22173916,,Diurno,Banmédica,Full time,7
,Sta.delarosa237@outluc.com,r888F8mOcj,sta.9412109,+56 9 7301 1120,2300171,6810,,,,3
Marcos Zelaya Madera,Marcosmadera742@viajes.cl,nw3RKBcjoAV,mazema919,+56 2 8990 2935,29645489,,Diurno,Más vida,Full time,3
