nombre,run,0,correo,nombre_usuario,contrasena,telefono_contacto,jornada,isapre,contrato,codigo_reserva,codigo_agenda,fecha,monto,cantidad_personas,estado_disponibilidad,numero_viaje,lugar_origen,lugar_llegada,fecha_salida,fecha_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,tipo_de_bus,comodidades,escalas,clase,paradas
"Alicia Gastélum Arroyo",0,10,,algaar,MtopM9ExL2S,"+56 2 1469 5601",Nocturno,Consalud,,590708,68033,2026-06-09,290000,10,"No disponible",10703,ponferrada#,"SAN FERNANDO!!!",2026-09-04,2026-09-04,44,,29000,ADO,Normal,"{Calefacción,TV,Wifi}",{},,{}
"Gabriela Perea Meraz",16573847,10,,gabriela6003,FpaT8Moyk,"+56 9 4183 2497",Diurno,,"Full time",590974,67787,,-1440000,8,,50349,"sanlúcar de barrameda#",Valencia,2025-01-18,2025-01-19,,1775,180000,"Buses Nilahue",Cama,"{Wifi,""Asientos reclinables"",Baño}",{},,{}
"Pedro Maldonado Pelayo",0,10,,pemape,S0WVUpm1rGl8,"+56 2 7747 2812",Diurno,Colmena,"Part time",591088,62238,2025-05-26,412000,4,"No disponible",81012,"Sanlúcar de Barrameda","El Prat de LLobregat",2025-08-11,2025-08-11,56,674,103000,,,{},{},,"{Benalmádena,""Santa Lucía de Tirajana"",Palencia,Viladecans}"
"Andrés Olivas Gallegos",27875084,1,,Andrésgallegos,,"+56 9 8189 9499",Nocturno,"Más vida","Full time",591555,68382,2025-10-24,135000,1,,45273,"Hospitalet de LLobregat",Manresa,,2026-05-08,40,1370,135000,"El Rápido Internacional",Cama,,{},,{}
"Sra. Berta Montaño Quiñónez",15815791,8,,srbemoqu,,,,Consalud,"Part time",591801,63687,2025-05-03,1089000,9,"No disponible",95126,Málaga,Paterna,2025-08-15,2025-08-17,40,4180,121000,Damas,Cama,"{Baño,""Asientos reclinables"",Comida}",{},,{}
"Sr. Andrés Rivas Montalvo",28875615,5,,sranrimo,HDgGO4d1,+56-9-5573-6294,,Colmena,"Part time",591928,66005,2026/01/30,1260000,4,"No disponible",585,,Inca,2026/07/07,2026/07/09,,2967,,"SJ (Suecia)",,"{TV,Calefacción,Wifi,Comida,""Asientos reclinables"",""Aire acondicionado""}",{},,"{Benidorm,Ponferrada,Fuenlabrada}"
"José María Pacheco Tirado",19618170,9,,jomapati,,"+56 2 7464 6084",Diurno,Fonasa,"Full time",592005,68331,2025-01-07,300000,5,"No disponible",92689,Badalona,Salamanca,2025-01-24,2025-01-25,,2774,60000,Plusmar,Cama,"{""Aire acondicionado"",Calefacción,Agua}",{},,
"Octavio Palomo Girón",7533322,6,,ocpagi,9X3QxvAa,"+56 2 4353 5074",Nocturno,,"Part time",592078,64644,2025-03-16,-180000,5,"No disponible",12464,alcoy#,Segovia,2026-02-22,,15,139,,"SJ (Suecia)",,{},{},,{Segovia}
"Isabel Nazario Loera",11364195,9,,isnalo,mX7No8CHuSw,"+56 9 7426 8603",Nocturno,Banmédica,"Full time",,,2025-01-29,572000,4,,34804,"San Fernando",Madrid,2025-10-20,2025-10-20,32,704,143000,"Condor Bus",Cama,,{},,{}
"María José Sarabia Delatorre",14637348,8,,,wSU542yUQd24Bq,"+56 2 6684 2916",,"Más vida","Part time",592817,62405,2025-03-21,1440000,6,"No disponible",18415,,IRúN!!!,2026-06-25,2026-06-26,78,2216,240000,"Japan Airlines",,{},"{Logroño,Parla}","Primera clase",
,768824,5,,Joséquiñónez,yUV3NMfsY,+56-2-0696-4774,Nocturno,"Más vida","Part time",592908,62570,2025-09-16,107000,1,"No disponible",94179,manresa#,Benidorm,2026-09-02,2026-09-02,39,,107000,Italo,,,,,{Almería}
"Luisa Alonzo Juárez",16533167,2,,luisa4377,,+56-2-6141-3996,Nocturno,,"Part time",592924,67333,2025/01/15,,4,"No disponible",39041,"Chiclana de la Frontera","Torrejón de Ardoz",2025/01/19,2025/01/20,90,2414,196000,Italo,,"{Baño,""Asientos reclinables"",""Aire acondicionado"",TV,Comida}",,,{}
"Inés Ledesma Alanis",0,10,,inleal,y9a5p3uhlLwD6,+56-9-7075-8559,,Colmena,"Full time",592950,63896,,190000,2,"No disponible",35545,"Dos Hermanas",Fuengirola,2026/09/15,2026/09/16,42,2252,95000,"Primera Plus",Cama,"{Wifi,""Aire acondicionado"",""Asientos reclinables""}",,,{}
"María José Santillán Meza",4954408,1,,Maríameza,EdsZw4iFOITyM,,Nocturno,Consalud,"Part time",593204,,,156000,,"No disponible",86495,Valdemoro,"Roquetas de Mar",2026-05-18,2026-05-19,16,1799,78000,"ŽSSK (Eslovaquia)",,"{Agua,Calefacción,TV,Comida}",{},,"{""Cornellá de Llobregat"",Orihuela,Granada,""Collado Villalba"",Benalmádena}"
"Sra. Juana Villareal Ortega",3439213,7,,Sra.ortega,cRrnJZbrDwpqi1zi,"+56 9 7083 8008",Diurno,Banmédica,"Full time",,64063,2025-02-18,,,"No disponible",19642,Mérida,Alcobendas,,2025-07-11,5,2302,249000,"CP (Portugal)",,"{Calefacción,""Asientos reclinables"",Agua,TV,Comida}",{},,{}
"Gustavo Reynoso Rosado",29370421,10,,gustavo868,,+56-9-3524-2389,Nocturno,Consalud,"Part time",,62030,2026/06/22,432000,,"No disponible",20771,Torremolinos,Torremolinos,2026/06/26,2026/06/26,57,1054,108000,Qantas,,{},"{""Castellón de la Plana""}",,{}
"Marta Delapaz Contreras",29271292,8,,madeco,,"+56 9 3056 3915",Nocturno,Colmena,"Full time",594092,64519,2025-01-28,1080000,9,"No disponible",8108,,Alcobendas,2026-01-18,2026-01-18,90,496,120000,,,{},{},,"{Fuengirola,""Dos Hermanas"",Parla}"
"Virginia Flórez Garica",24915148,3,,virginia4198,Tz9r5Q19xlzSfG,"+56 9 9147 4003",Nocturno,"Más vida","Part time",594349,,2025-01-30,,4,"No disponible",22274,cuenta#,Móstoles,2025-03-18,2025-03-20,76,3132,232000,"ZFBH (Bosnia y Herzegovina)",,"{Comida,Agua,Calefacción,""Aire acondicionado"",Wifi,""Asientos reclinables""}",{},,{Algeciras}
"Andrea Flores Angulo",29941895,2,,anflan,iBw7YcVgxImde2,+56-2-2669-9253,,"Más vida","Part time",594390,66852,2025-01-05,1180000,10,,639,Zamora,Zaragoza,2025-01-12,,87,1413,118000,"Turkish Airlines",,{},,"Clase económica",{}
"Antonio Guerra Covarrubias",25809562,6,,Antoniocovarrubias,RFI9noEazM,"+56 2 3949 0010",,Fonasa,"Part time",594519,,2026/03/06,99000,1,"No disponible",56094,"Pozuelo de Alarcón",,,2026/05/05,72,779,99000,Trenitalia,,"{Baño,""Asientos reclinables"",Wifi}",{},,"{Pontevedra,Burgos,Cádiz,Inca}"
"Raquel Duarte Lira",16159176,9,,raquel367,N0P5xpgSNG9Q,"+56 9 4658 2504",Nocturno,Consalud,,594915,65783,2025-03-19,222000,1,"No disponible",69930,Paterna,Móstoles,2025-10-22,2025-10-24,76,,,AVE,,"{Baño,Wifi,Agua,""Asientos reclinables"",Comida,""Aire acondicionado"",TV}",{},,
"Arturo Montez Macías",13541157,4,,armoma,IdjUypmv6t4Bip12,"+56 9 6115 0867",Nocturno,,"Full time",594948,,2025-01-16,750000,10,,84268,Marbella,,2025-03-06,2025-03-07,44,1633,75000,Vueling,,{},"{Gerona,Tarrasa}","Clase ejecutiva",{}
"César Trujillo Tórrez",0,8,,césar5085,Wn20YGieL,"+56 2 0674 6571",Nocturno,"Más vida","Part time",,66799,2025-04-19,-1240000,10,"No disponible",11781,Reus,Baracaldo,2025-09-25,2025-09-25,16,667,124000,,,{},,,{}
"Miguel Ángel Flores Franco",13700379,1,,Miguelfranco,li5RMlPkM,"+56 9 6672 0747",Diurno,"Más vida","Full time",595256,62311,2025/08/27,,2,,,Paterna,Valladolid,2026/07/27,2026/07/27,35,1087,,BoltBus,Cama,"{Comida,TV,Agua}",{},,{}
"Ester Hurtado Carmona",0,3,,eshuca,048SvVCMgNPF83,"+56 9 2711 2174",Diurno,"Más vida","Part time",595396,71717,2026/04/18,354000,6,"No disponible",41442,Ávila,"Cerdañola del Vallés",2026/10/10,2026/10/11,39,1562,,,Cama,"{TV,Agua,""Asientos reclinables""}",,,{}
"Sta. Eduardo Hinojosa Valdivia",9052122,5,,sta.1296,Oy2BcpDCWJ2YX,"+56 9 0157 4876",Nocturno,,"Full time",595400,70695,2025-10-29,,3,"No disponible",81402,,"Dos Hermanas",2026-11-14,2026-11-15,50,1500,188000,"Omnibus de México",Cama,"{Calefacción,Baño,""Aire acondicionado""}",{},,{}
"Sara Rocha Menchaca",26453371,6,,sarome,DuwV3ruD6nKh5,"+56 9 1975 6527",Nocturno,,,595460,,2026-02-28,153000,1,"No disponible",53372,Granada,Coslada,2026-10-24,2026-10-25,30,1714,,"Omnibus de México",Cama,"{Calefacción,Comida,Baño}",{},,{}
"Ariadna Rubio Madera",27987699,7,,ariadna4445,cnGrT8J19D,"+56 9 7814 0752",Diurno,Banmédica,,595475,63602,,790000,5,"No disponible",86359,"Cerdañola del Vallés",Zaragoza,2026-11-12,2026-11-14,36,3450,,"Condor Bus",Cama,,{},,{}
,21115088,2,,Florenciajáquez,2hI3cWhBz,+56-2-6107-2983,Nocturno,,"Full time",595766,70143,2025-01-18,435000,5,,21066,Puertollano,BURGOS!!!,,2025-03-27,44,2831,87000,"Omnibus de México",Cama,"{""Aire acondicionado"",TV,Comida}",{},,{}
"Sr. Blanca Reséndez Rivas",16793034,4,,Sr.rivas,2LwrHxczXH,,Diurno,Consalud,"Part time",595773,,2025-02-16,820000,5,"No disponible",,Burgos,"Roquetas de Mar",2025-04-02,2025-04-04,45,3890,164000,,Cama,"{""Asientos reclinables"",Comida,Calefacción}",{},,{}
"Ester Becerra Saucedo",27554557,10,,esbesa,XkupfWjfu0,+56-9-0649-0356,Nocturno,Colmena,,595914,64647,2025-12-06,,6,"No disponible",57796,valdemoro#,"Talavera de la Reina",,2026-04-20,12,3593,217000,"Wizz Air",,,{Albacete},"Clase ejecutiva",{}
"José Luis González Miranda",14343944,5,,josé1603,Fw2q949ZY0Bpv8dp,+56-2-7418-5567,Diurno,Colmena,"Part time",,66443,,1904000,8,"No disponible",99327,Mijas,"San Cristróbal de la Laguna",2025-07-28,2025-07-30,51,3342,,JetBlue,,{},"{""Alcalá de Guadaira"",Valencia,Telde,Fuenlabrada}",,{}
"Rebeca Alva Olivo",19625918,10,,realol,UQ1oOTXrGq9,"+56 9 6297 7366",Nocturno,,"Full time",596241,63131,,,8,"No disponible",11434,Calahorra,Almería,2026/07/11,2026/07/13,95,3274,222000,,,"{Comida,Agua,Baño,Wifi,""Asientos reclinables"",TV}",{},,"{Gecho,Paterna}"
"Barbara Linares Gallardo",6513982,10,,,f5eFS84GYYH,"+56 9 9814 4509",Diurno,Colmena,"Part time",596432,64922,2025/03/14,1430000,10,"No disponible",65846,Arrecife,Coslada,,2025/11/12,34,1625,143000,"EME Bus",Cama,"{Comida,TV,""Aire acondicionado""}",{},,{}
,0,9,,Maríazamudio,2LAue28Unk3W,+56-2-9163-9058,Diurno,Consalud,"Part time",596449,67389,2025-05-20,95000,1,"No disponible",57033,"El Ejido",,2025-07-03,2025-07-03,80,,95000,AVE,,"{Calefacción,Comida,Wifi}",{},,"{""San Fernando"",Gerona,""Castellón de la Plana""}"
"Sr. Dolores Domínquez Montenegro",15565727,10,,,lFi6gwLK1YeR5jH,"+56 2 7311 2306",Nocturno,"Más vida","Full time",596476,,2025/07/17,360000,,"No disponible",25675,Granollers,Logroño,2025/11/14,2025/11/15,57,1787,180000,Ryanair,,{},"{Reus,Paterna}","Clase ejecutiva",{}
"Concepción Jaime Tamez",6691874,2,,Concepcióntamez,ERgWw1dGT3VNVdZo,"+56 2 0505 9029",Diurno,Banmédica,"Full time",596650,67423,2025-04-15,948000,,"No disponible",,Telde,Orihuela,2026-09-12,2026-09-13,25,,158000,"ŽFBH (Bosnia y Herzegovina)",,"{Agua,""Asientos reclinables"",Wifi,Calefacción,TV}",,,{Motril}
"Cristobal Grijalva Merino",3736699,4,,cristobal3490,EPOVc032tUk,"+56 9 5327 8233",Diurno,Colmena,"Full time",597170,67431,2025-01-13,,,"No disponible",33996,"Jerez de la Frontera",Gijón,2025-01-15,2025-01-16,34,,174000,,,{},{},"Clase económica",{}
,27923978,10,,natalia2219,yj5sK3LI4jh,"+56 2 5853 0984",Diurno,Colmena,"Part time",597353,67082,2025-07-21,,7,"No disponible",75782,Avilés,"Las Palmas de Gran Canaria",2026-10-18,2026-10-20,68,4158,163000,Renfe,,"{Wifi,""Aire acondicionado"",Comida,""Asientos reclinables"",Baño,TV,Agua}",,,"{Fuenlabrada,Baracaldo,Manresa,Bilbao}"
"Jesús Delrío Ojeda",28417470,4,,jesús8178,1IUvFdolVAx5,"+56 9 4366 3282",Diurno,Colmena,,597485,65105,2025/02/16,1024000,4,"No disponible",49107,Albacete,"TORREJóN DE ARDOZ!!!",2025/07/02,2025/07/03,49,2247,256000,"Copa Airlines",,,"{Salamanca,Telde}",,{}
,21370966,6,,sra.8985,,"+56 9 8883 4942",Diurno,Banmédica,"Full time",597576,,,-1470000,5,"No disponible",41754,Motril,Lugo,2026-11-06,2026-11-08,3,3222,294000,"Alaska Airlines",,{},"{Ávila,""Torrejón de Ardoz"",Córdoba,Irún}","Primera clase",{}
"Clemente Vélez Alonzo",11216693,9,,clemente3757,Nux6Ba2eLeFS80n,"+56 9 8344 1151",Diurno,,"Part time",598080,,2025-01-05,1044000,9,,98234,Jaén,"Alcalá de Henares",2025-12-10,2025-12-12,,3280,116000,"Primera Plus",Cama,"{Wifi,TV,Comida}",{},,{}
,26536420,9,,gazeca,pzQ0cAbfL,"+56 9 5106 8627",Diurno,Fonasa,"Full time",598494,,2025-07-22,,5,"No disponible",17650,,Benidorm,2026-03-24,2026-03-24,40,251,72000,"Estrella Roja",Normal,"{Agua,""Aire acondicionado"",Wifi}",{},,{}
,14287888,7,,Sr.avilés,ugmHHh6haKQJla8,"+56 2 5150 0488",Diurno,Fonasa,"Part time",598513,65697,2026-05-20,1690000,,"No disponible",85060,Málaga,Ferrol,2026-07-20,2026-07-21,88,2668,169000,Iberia,,,,"Clase ejecutiva",{}
"Emilio Agosto Almaraz",0,7,,emagal,3ueavFH3j,+56-2-4121-8821,Nocturno,Banmédica,"Part time",598543,68688,2025/08/20,1323000,3,"No disponible",67008,Málaga,,2025/09/30,2025/10/02,65,3618,,"MÁV (Hungría)",,"{Baño,Comida,""Aire acondicionado"",Wifi,Agua,Calefacción,TV}",,,"{Cartagena,""Santa Lucía de Tirajana"",Cáceres,""Santa Cruz de Tenerife"",Algeciras}"
"Julio Saavedra Tapia",22632986,2,,jusata,CXsf70dQXb,"+56 9 6457 5873",Diurno,Fonasa,"Part time",598713,,2025-11-18,34000,1,,87533,"ciudad real#","LA LíNEA DE LA CONCEPCIóN!!!",2026-05-24,2026-05-24,,1192,34000,"VRZ (Croacia)",,,{},,{}
"Felipe Meza Juárez",0,10,,,MdRG7Y3tZxJ,"+56 2 2452 0461",Nocturno,Colmena,"Part time",598841,61395,2025-05-25,550000,2,"No disponible",9289,Alcoy,"Talavera de la Reina",2026-10-10,2026-10-12,37,,275000,"CP (Portugal)",,"{Baño,Comida,""Aire acondicionado"",Calefacción,Wifi,""Asientos reclinables"",Agua}",{},,{}
"Caridad Nieves Arguello",24616084,10,,caniar,XRH5jT3Vy6o,"+56 9 4238 4465",Diurno,Colmena,,599052,63379,2026-01-08,352000,2,"No disponible",54794,Badajoz,Valladolid,2026-03-19,2026-03-20,51,1950,176000,"ŽSSK (Eslovaquia)",,,{},,
"Santiago Casillas Varela",0,7,,,0eqMVvuCh3aeVi5,"+56 2 2866 3165",Diurno,Banmédica,"Part time",599283,67450,2025-06-20,-1755000,9,"No disponible",25147,,"Ciudad Real",2025-08-17,2025-08-19,35,3823,195000,"EME Bus",Cama,"{TV,""Asientos reclinables"",Agua}",{},,
"José Luis Mesa Ramos",8410923,1,,josé367,0JCFbufBqfqob8,"+56 2 9921 9942",Nocturno,Colmena,,599321,64973,2025-02-15,-1280000,5,"No disponible",52787,avilés#,,2025-11-05,,91,2506,256000,Amtrak,,,{},,"{""Collado Villalba"",Badajoz,Lugo,Avilés,""San Fernando""}"
"Sara Melgar Calvillo",12245566,10,,Saracalvillo,Trnq3C9p1IfKD,"+56 9 3193 8919",Nocturno,,"Part time",599427,64503,2025-07-14,1360000,8,"No disponible",60938,"Castellón de la Plana",Paterna,2025-12-06,2025-12-07,45,,170000,Avanza,,"{Wifi,Comida,Baño}",{},,{}
"Catalina Ceballos Fajardo",0,8,,catalina2466,hoSQg9RP,"+56 9 9333 1815",Diurno,Fonasa,"Part time",599744,67687,2025/02/22,2072000,8,,50033,"santa lucía de tirajana#",,2025/05/01,2025/05/03,75,3630,259000,Renfe,,,{},,{}
"Débora Verduzco Guillen",0,1,,Déboraguillen,ucTwWZ0kM,"+56 2 4092 5035",,Fonasa,"Full time",599801,70256,2025/03/30,-688000,4,"No disponible",84647,"Palma de Mallorca","San Sebastían de los Reyes",,2025/04/27,15,2214,172000,"MÁV (Hungría)",,,{},,{}
"Leonor Santacruz Farías",15535635,9,,leonor1926,E7a4v5hbFp1Z,"+56 2 6738 7017",,,"Part time",599924,64803,2025-02-24,-1316000,7,"No disponible",69317,Ferrol,Algeciras,2026-09-12,2026-09-13,39,1951,188000,"Delta Air Lines",,,{Alcoy},"Clase económica",{}
"Rebeca Pelayo Garibay",843620,7,,Rebecagaribay,tggaSe4Zrw3fXUd,"+56 2 4304 2395",Nocturno,Banmédica,"Full time",599931,65271,,,,,46992,Alicante,"SANTA LUCíA DE TIRAJANA!!!",2025-10-06,2025-10-06,84,1218,36000,Ryanair,,{},"{""El Puerto de Santa María""}","Clase económica",{}
"Marco Antonio Hernández Marín",29903153,5,,Marcomarín,Nwu90KbXlnuQHtfi,"+56 9 3811 1701",Nocturno,Consalud,"Full time",,69352,2025-01-10,1352000,8,,14103,Leganés,"Pozuelo de Alarcón",2026-01-29,2026-01-30,,2672,169000,ADO,Cama,"{Wifi,Agua,Calefacción}",{},,{}
"José María Gallegos Batista",4274443,3,,Josébatista,EY00sQNt1onG,+56-9-3696-8320,Nocturno,,"Full time",600156,71417,2025-08-01,680000,4,"No disponible",,Móstoles,"San Cristróbal de la Laguna",2025-10-19,,82,3094,170000,"ZS (Eslovenia)",,,{},,{}
,3301990,10,,rebeca5625,ukfJX74JS,"+56 2 0357 7145",Nocturno,"Más vida",,600232,69067,2025/10/26,105000,1,"No disponible",90698,coslada#,Arrecife,2026/07/03,2026/07/04,41,,105000,Monbus,Cama,"{Agua,Calefacción,Wifi}",{},,{}
"Ana María Portillo Rivas",22451575,10,,ana3436,5IxNox1ufilE3Il4,"+56 2 4527 3486",Diurno,Colmena,"Full time",600730,63947,2026-02-19,798000,3,"No disponible",,"Jerez de la Frontera","El Prat de LLobregat",2026-06-01,2026-06-02,7,,266000,,,{},"{Parla,""San Fernando""}","Primera clase",{}
"Luisa Alonzo Juárez",16533167,2,,luisa4377,gUda5GqZkyCj,,Nocturno,Colmena,,600788,65115,2026-01-26,-372000,4,"No disponible",13988,Zaragoza,"La Línea de la Concepción",2026-07-15,2026-07-15,82,799,93000,"BDZ (Bulgaria)",,,{},,
"Sta. Samuel Hernández Merino",27545357,9,,sta.6546,4EQ7fynGpHr,"+56 2 9393 4785",Diurno,Banmédica,"Full time",600889,62228,,335000,1,"No disponible",77449,"Talavera de la Reina",Alcoy,2025/09/20,2025/09/22,,3777,335000,Emirates,,{},"{Valdemoro,""El Puerto de Santa María"",Elda}","Primera clase",
"Arturo Alba Armas",25966003,3,,arturo6479,r0G1txfFuD9hr,"+56 9 5580 6036",Diurno,Fonasa,"Full time",600985,62517,2025/01/26,322000,,"No disponible",25731,Zamora,Orense,2026/05/07,2026/05/07,,,,"ŽFBH (Bosnia y Herzegovina)",,{},{},,"{Inca,Málaga}"
"José Luis Tello Casárez",27258523,7,,joluteca,6BuAEHWBFgEDmPBQ,,Nocturno,"Más vida","Full time",602129,66306,2025-01-17,2230000,10,,13843,orense#,Córdoba,2025-03-11,2025-03-13,7,3488,223000,"ZS (Eslovenia)",,,,,"{Coslada,Vitoria,""San Sebastián"",Huelva}"
"Sra. Vicente Corrales Valdés",6137240,7,,sra.1836,iDV3fYTwy1t,,Diurno,Fonasa,"Part time",,69950,,388000,2,"No disponible",23043,arrecife#,FUENLABRADA!!!,2026-10-29,2026-10-30,74,1696,194000,AVE,,"{Calefacción,TV,""Asientos reclinables"",""Aire acondicionado""}",{},,"{Elda,""San Fernando"",Toledo}"
"Andrea Cervantes Alonzo",10622272,10,,anceal,1Xqd7gUlrcEfN,"+56 2 3585 1814",Nocturno,"Más vida",,,61307,2025-06-29,516000,,"No disponible",87766,cuenta#,"Ciudad Real",2026-11-06,2026-11-07,29,2593,,"Air New Zealand",,{},"{""Collado Villalba"",Sevilla,""El Ejido""}","Clase ejecutiva",{}
,18260258,2,,sremolbe,a1PCEWVDzP3LJ,"+56 9 8670 3126",Diurno,Fonasa,"Full time",,,,1358000,7,"No disponible",67129,Orihuela,Gecho,2026-03-31,2026-04-02,45,3957,194000,"Crucero del Norte",Cama,"{""Aire acondicionado"",Agua,Wifi}",{},,{}
"Alicia Loya Rodríguez",26311802,2,,alloro,ua4ydqSIuPs5IwC,+56-2-0219-3503,Diurno,"Más vida","Part time",,70112,,1384000,8,"No disponible",83816,Elche,Cáceres,,,65,693,173000,"Singapore Airlines",,{},{},"Clase económica",{}
"Jorge Luis Barela Hernández",2866255,6,,,mYUU4fHr1MWHsrD,,Diurno,Banmédica,"Full time",603549,,,,,Disponible,9939,Inca,,2025-01-28,,37,4242,86000,Chevallier,Cama,"{Wifi,""Asientos reclinables"",Baño}",{},,{}
"Magdalena Verdugo Perea",1131881,9,,Magdalenaperea,U9HJjdK5,"+56 2 7475 0400",Diurno,"Más vida",,603644,,,0,,Disponible,70824,Mijas,Paterna,2025-11-17,,30,3638,,,Cama,"{Wifi,Agua,Baño}",{},,{}
"Sr. Rosalia Flórez Verduzco",13084564,9,,srroflve,t8LVko4lKc,"+56 9 5593 0875",Nocturno,"Más vida","Part time",603724,,,,,Disponible,82431,Móstoles,HUELVA!!!,2025-04-09,,37,3913,87000,Chevallier,Cama,,,,{}
"Emilio Agosto Almaraz",8922208,7,,emagal,3ueavFH3j,"+56 2 4121 8821",Nocturno,Banmédica,,603737,,,,,,,"Sanlúcar de Barrameda",LORCA!!!,2026-07-21,,43,4039,92000,Chevallier,Cama,"{Baño,Calefacción,TV}",{},,
"Maricarmen Rivero Centeno",15587330,2,,marice,Xjc3h83r95eQ,+56-9-5021-7354,Nocturno,Colmena,,,,,,,Disponible,,"Pozuelo de Alarcón",Bilbao,2025-03-18,,40,1879,98000,Alsa,Cama,"{""Asientos reclinables"",Baño,Wifi}",{},,{}
"Sta. Mariano Cavazos Montes",1786035,6,,Sta.montes,,"+56 9 3409 8547",Nocturno,Colmena,"Part time",,,,0,,Disponible,13170,burgos#,"Chiclana de la Frontera",2025/11/09,,49,,,Turbus,Cama,"{TV,Comida,Baño}",{},,{}
"Graciela Páez Velázquez",16288000,4,,grpáve,,+56-2-1878-0763,Nocturno,Consalud,"Part time",604050,,,,,Disponible,18735,ceuta#,,2026-04-18,,32,741,141000,Plusmar,Cama,"{Baño,""Aire acondicionado"",Comida}",{},,
"Micaela Montez Navarro",0,3,,mimona,5CcpROQX6gRkDaR,"+56 9 9270 5712",Nocturno,Colmena,,604180,,,,,Disponible,63984,Torrelavega,Córdoba,2025-02-12,,31,3180,86000,Andesmar,Cama,"{Comida,Calefacción,Baño}",{},,{}
,0,5,,sta.1296,,+56-9-0157-4876,Nocturno,Consalud,"Full time",604293,,,,,Disponible,94492,Ceuta,Lorca,2025-12-22,,33,,161000,Futura,Cama,"{Baño,Agua,Comida}",{},,{}
"Elsa Rael Mota",0,2,,,yJ0UpfOnw,"+56 9 1345 6319",Nocturno,Banmédica,"Full time",604380,,,,,Disponible,63251,,Tarrasa,2025-07-15,,44,167,38000,"Primera Plus",Normal,"{Comida,Agua,Baño}",{},,{}
"Lola Acosta Villarreal",7194059,4,,loacvi,ejaVnL9aV,"+56 9 7313 4583",Nocturno,Banmédica,"Part time",604468,,,,,,,Benidorm,Cáceres,2025-03-31,,34,4080,104000,Plusmar,Cama,"{""Aire acondicionado"",TV,Agua}",{},,{}
"Gilberto Caraballo Osorio",23082862,10,,,Ntq7iltaKhs,+56-9-8441-5834,Nocturno,"Más vida","Part time",604556,,,,,Disponible,39203,Murcia,PONTEVEDRA!!!,2026/07/10,,30,1541,51000,Turbus,,"{Comida,Calefacción,TV}",{},,
"Mónica Cornejo Bueno",11279289,9,,mócobu,RCI8pl1K8,"+56 2 4483 7270",Nocturno,Banmédica,"Full time",604574,,,,,Disponible,6238,"Las Palmas de Gran Canaria",,2025/04/12,,41,,79000,,Cama,"{Comida,""Aire acondicionado"",Calefacción}",{},,
"Rafael Nava Verduzco",22067666,10,,ranave,,"+56 2 7912 9556",Nocturno,Banmédica,"Part time",604595,,,,,Disponible,97209,Rubí,"DOS HERMANAS!!!",,,31,1701,95000,"Condor Bus",Cama,"{Wifi,Baño,""Asientos reclinables""}",{},,{}
"Gonzalo Alcala Garza",10757545,6,,gonzalo3723,JSedyIaWQd4m8bFg,"+56 9 5622 5908",Nocturno,,"Full time",604608,,,,,Disponible,24498,"La Coruña",Linares,,,,4080,144000,Alsa,,"{TV,""Asientos reclinables"",Agua}",{},,{}
,13215075,3,,susana3982,HKDr3PwnuLkFipP,,Nocturno,Colmena,"Full time",604730,,,,,Disponible,21743,Toledo,ÁVILA!!!,,,43,1920,123000,,Cama,"{TV,Baño,Agua}",{},,{}
,7454960,8,,srmaesvi,XLLiy4wHry,"+56 9 1323 7188",Diurno,Banmédica,"Full time",604742,,,0,,Disponible,48793,Pontevedra,,,,,2405,124000,Turbus,Cama,"{Comida,Agua,""Aire acondicionado""}",{},,{}
"Ernesto Gaona Valencia",0,2,,Ernestovalencia,EwXxngf3,"+56 2 7331 5685",Diurno,Colmena,"Full time",604862,,,,,Disponible,30819,Burgos,Sagunto,2025-11-18,,32,4222,61000,"Primera Plus",Cama,"{Agua,Baño,Wifi}",{},,
"Rocio Griego Urbina",5901685,10,,Rociourbina,SjZSOffYAj4bFE9,+56-2-9991-9417,Nocturno,"Más vida",,604896,,,0,,Disponible,,Telde,Arrecife,2026/07/06,,,4253,61000,Plusmar,Cama,"{""Asientos reclinables"",Agua,Comida}",{},,{}
"Rafael Contreras Olivera",26882469,10,,,6OhoV3nbUHC3E,"+56 9 9933 4175",Diurno,Fonasa,"Part time",604936,,,,,Disponible,64009,,Murcia,2026-04-11,,43,2692,74000,"Omnibus de México",Cama,"{""Aire acondicionado"",Baño,Agua}",{},,{}
"Sofia Arredondo Regalado",19224145,6,,sofia8870,9oY5xGlHNG1,"+56 2 9812 4121",Diurno,"Más vida","Part time",,,,,,Disponible,,,Elche,2026-09-01,,46,1243,66000,"EME Bus",Cama,"{Agua,Comida,TV}",{},,{}
"Dorotea Preciado Cruz",20454097,7,,doprcr,BRR2cu7y,"+56 9 4760 4934",Nocturno,Colmena,"Part time",605074,,,0,,,46970,,Benidorm,2026-07-28,,38,1124,126000,"Crucero del Norte",Cama,"{TV,Agua,""Asientos reclinables""}",{},,{}
"Ángela Tamez Barela",21878085,10,,ángela5443,VG7rEhsA,"+56 2 8049 4696",Diurno,Fonasa,"Full time",605264,,,,,Disponible,64940,Pamplona,Parla,2025-12-31,,45,,,"Pullman Bus",Cama,"{Baño,Calefacción,""Aire acondicionado""}",,,{}
